Fecha;Equipo;Torneo;Alineacion;Remates;Remates al arco;Posesión;Pases;Precisión de los pases;Faltas;Tarjetas amarillas;Tarjetas rojas;Tiros de esquina;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local
3/5/21;Rayo Vallecano;7;3;20;3;64;446;85;12;2;0;8;0;0;0;0;0;1;1;0
26/4/21;Rayo Vallecano;7;3;5;2;45;318;71;12;5;1;3;1;1;2;0;1;0;0;1
18/4/21;Rayo Vallecano;7;1;17;6;57;380;79;20;1;0;6;0;0;0;0;1;0;1;0
14/4/21;Rayo Vallecano;7;3;9;2;51;393;78;8;3;0;2;0;0;0;0;0;1;0;1
10/4/21;Rayo Vallecano;7;3;13;8;47;259;74;16;4;0;5;1;1;2;1;0;0;0;1
2/4/21;Rayo Vallecano;7;3;10;3;42;319;77;15;4;0;2;0;1;1;1;0;0;1;0
30/3/21;Rayo Vallecano;7;3;18;7;60;438;79;9;2;0;9;0;0;0;0;0;1;0;1
21/3/21;Rayo Vallecano;7;3;12;4;41;302;67;17;4;0;5;2;1;3;1;0;0;1;0
6/3/21;Rayo Vallecano;7;3;13;2;49;292;68;14;1;0;5;1;0;1;0;1;0;1;0
27/2/21;Rayo Vallecano;7;1;8;2;46;291;62;19;2;1;3;0;1;1;0;1;0;0;1
21/2/21;Rayo Vallecano;7;1;12;5;70;588;85;13;1;0;7;0;0;0;0;0;1;1;0
13/2/21;Rayo Vallecano;7;1;14;5;51;385;73;16;3;0;1;1;1;2;0;1;0;1;0
7/2/21;Rayo Vallecano;7;3;9;5;69;462;82;19;5;1;7;0;0;0;0;0;1;0;1
