Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Thomas Dähne-KSV Holstein;Timo Becker-KSV Holstein;Carl Johansson-KSV Holstein;David Zec-KSV Holstein;Lasse Rosenboom-KSV Holstein;Nicolai Remberg-KSV Holstein;Armin Gigović-KSV Holstein;John Tolkin-KSV Holstein;Steven Skrzybski-KSV Holstein;Alexander Bernhardsson-KSV Holstein;Shuto Machino-KSV Holstein;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Marko Ivezić-KSV Holstein;Marco Komenda-KSV Holstein;Magnus Knudsen-KSV Holstein;Finn Porath-KSV Holstein;Phil Harres-KSV Holstein;Timon Weiner-KSV Holstein;Max Geschwill-KSV Holstein;Dominik Javorček-KSV Holstein;Ivan Nekić-KSV Holstein;Lewis Holtby-KSV Holstein;Fiete Arp-KSV Holstein;Andu Kelati-KSV Holstein;Marvin Schulz-KSV Holstein;Patrick Erras-KSV Holstein;Tymoteusz Puchacz-KSV Holstein;Benedikt Pichler-KSV Holstein;Marcel Engelhardt-KSV Holstein;Tom Rothe-KSV Holstein;Philipp Sander-KSV Holstein;Colin Kleine-Bekel-KSV Holstein;Joshua Mees-KSV Holstein;Jonas Sterner-KSV Holstein;Hólmbert Friðjónsson-KSV Holstein;Ba-Muaka Simakala-KSV Holstein;Stefan Thesker-KSV Holstein;Fabian Reese-KSV Holstein;Fin Bartels-KSV Holstein;Hauke Wahl-KSV Holstein;Mikkel Kirkeskov-KSV Holstein;Alexander Mühling-KSV Holstein;Kwasi Okyere Wriedt-KSV Holstein;Robin Himmelmann-KSV Holstein;Simon Lorenz-KSV Holstein;Tim Schreiber-KSV Holstein;Marvin Obuz-KSV Holstein;Julian Korb-KSV Holstein;Aleksandar Ignjovski-KSV Holstein;Johannes van den Bergh-KSV Holstein
2023-02-04;KSV Holstein;24;6;3;177;188;1. FCK;3;3;12;16;3;4;0.62;0.38;452;0.78;9;9;3;3;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.02375;0.3333333333333333;353;0.0254957507082152;569.3548387096774;0.25;4.838709677419355;-4;0.24;-5;0;0;0.0265486725663716;0.0833333333333333;0.62;3.0;1;0;1;0;0;1;1;0;0.0833333333333333;0.3333333333333333;0.0022123893805309;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-01-28;KSV Holstein;24;29;29;177;189;Greuther Fürth;1;1;19;14;7;4;0.48;0.52;344;0.68;15;6;1;1;0;0;12;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0371428571428571;0.0666666666666666;234;0.0641025641025641;487.5;0.631578947368421;25.0;5;-0.04;6;0;9;0.0552325581395348;0.1052631578947368;0.24;6.0;0;2;2;1;0;0;0;1;0.1052631578947368;0.2857142857142857;0.005813953488372;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
2022-11-11;KSV Holstein;24;17;29;177;180;Hannover 96;3;5;15;12;3;4;0.53;0.47;368;0.75;17;17;3;5;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0391666666666666;0.1764705882352941;276;0.0615942028985507;520.7547169811321;0.4;11.320754716981131;3;0.06;1;-2;0;0.0407608695652173;0.0666666666666666;0.53;6.0;1;0;1;0;1;0;0;1;0.0666666666666666;0.3333333333333333;0.0027173913043478;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-08;KSV Holstein;24;17;2;177;176;St. Pauli;0;2;20;15;7;2;0.53;0.47;478;0.79;10;8;0;2;0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0313333333333333;0.0;378;0.0264550264550264;713.2075471698113;0.5;18.867924528301884;5;0.06;7;-2;2;0.0418410041841004;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-05;KSV Holstein;24;2;22;177;182;Karlsruher;0;0;18;15;7;4;0.54;0.46;510;0.81;6;6;0;0;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0306666666666666;0.0;413;0.0145278450363196;764.8148148148148;0.1111111111111111;3.7037037037037033;3;0.08;-3;0;0;0.0352941176470588;0.2222222222222222;0.135;0.5;2;2;4;1;0;0;1;0;0.2222222222222222;0.5714285714285714;0.0078431372549019;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-10-29;KSV Holstein;24;2;3;177;179;Düsseldorf;2;2;12;13;2;5;0.54;0.46;451;0.82;10;7;2;1;0;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0353846153846153;0.2;370;0.027027027027027;685.1851851851851;0.1666666666666666;3.7037037037037033;-1;0.08;-5;0;3;0.0266075388026607;0.0833333333333333;0.54;2.0;0;1;1;0;0;1;0;1;0.0833333333333333;0.5;0.0022172949002217;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-10-21;KSV Holstein;24;2;29;177;191;SV Darmstadt 98;2;3;14;20;3;3;0.49;0.51;359;0.72;14;12;2;3;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0255;0.1428571428571428;258;0.0542635658914728;526.530612244898;0.5;14.285714285714286;-6;-0.02;1;-1;2;0.0389972144846796;0.0714285714285714;0.49;7.0;1;0;1;0;1;0;1;0;0.0714285714285714;0.3333333333333333;0.0027855153203342;14.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-10-09;KSV Holstein;24;22;3;177;186;Nürnberg;4;1;12;24;4;9;0.52;0.48;432;0.79;12;8;4;1;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.02;0.3333333333333333;341;0.0351906158357771;655.7692307692307;0.25;5.769230769230769;-12;0.04;-3;3;4;0.0277777777777777;0.25;0.1733333333333333;1.0;0;3;3;1;0;0;1;0;0.25;0.75;0.0069444444444444;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-10-01;KSV Holstein;24;28;3;177;626;Hansa Rostock;2;3;17;14;7;5;0.55;0.45;329;0.69;10;13;2;3;0;0;12;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0321428571428571;0.2;227;0.0440528634361233;412.7272727272727;0.7058823529411765;21.818181818181817;3;0.1;8;-1;-3;0.0516717325227963;0.0588235294117647;0.55;12.0;1;0;1;0;1;0;0;1;0.0588235294117647;0.1428571428571428;0.0030395136778115;17.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-09-17;KSV Holstein;24;22;3;177;614;Arminia;2;3;31;11;9;7;0.7;0.3;589;0.85;7;10;2;3;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0272727272727272;0.2857142857142857;501;0.0139720558882235;715.7142857142858;0.1935483870967742;8.571428571428571;20;0.3999999999999999;3;-1;-3;0.0526315789473684;0.064516129032258;0.35;3.0;0;2;2;0;0;1;1;0;0.064516129032258;0.2222222222222222;0.0033955857385398;15.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-09-09;KSV Holstein;24;28;0;177;183;Hamburg;0;2;21;12;9;7;0.48;0.52;388;0.79;11;10;0;2;0;0;10;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0433333333333333;0.0;307;0.0358306188925081;639.5833333333334;0.4761904761904761;20.833333333333336;9;-0.04;6;-2;1;0.0541237113402061;0.0952380952380952;0.24;5.0;0;2;2;0;0;1;0;1;0.0952380952380952;0.2222222222222222;0.0051546391752577;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-09-03;KSV Holstein;24;30;1;177;196;Jahn Regensburg;0;2;13;8;3;2;0.59;0.41;424;0.76;12;12;0;2;0;0;9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.05125;0.0;322;0.0372670807453416;545.7627118644068;0.6923076923076923;15.254237288135592;5;0.18;3;-2;0;0.0306603773584905;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-08-28;KSV Holstein;24;29;22;177;613;SV Sandhausen;2;2;8;14;3;5;0.62;0.38;457;0.8;14;10;2;2;0;0;7;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0271428571428571;0.1428571428571428;366;0.0382513661202185;590.3225806451613;0.875;11.290322580645162;-6;0.24;2;0;4;0.0175054704595186;0.125;0.62;7.0;0;1;1;1;0;0;0;1;0.125;0.3333333333333333;0.0021881838074398;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
2022-08-20;KSV Holstein;24;30;0;177;181;Paderborn;4;1;14;17;6;9;0.51;0.49;414;0.8;9;4;4;1;0;0;9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0288235294117647;0.4444444444444444;331;0.0271903323262839;649.0196078431372;0.6428571428571429;17.647058823529413;-3;0.02;7;3;5;0.0338164251207729;0.1428571428571428;0.255;4.5;2;0;2;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0048309178743961;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-08-13;KSV Holstein;24;30;3;177;195;Eintracht Braunschweig;2;2;16;17;6;5;0.64;0.36;517;0.82;9;10;2;2;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0211764705882352;0.2222222222222222;424;0.0212264150943396;662.5;0.25;6.25;-1;0.28;0;0;-1;0.0309477756286266;0.1875;0.2133333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.1875;0.5;0.0058027079303675;5.333333333333333;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-08-07;KSV Holstein;24;30;0;177;187;1. FC Magdeburg;4;3;18;9;6;3;0.41;0.59;335;0.71;15;10;4;2;0;1;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0655555555555555;0.2666666666666666;238;0.0630252100840336;580.4878048780488;0.5;21.951219512195124;9;-0.18;6;1;5;0.053731343283582;0.1111111111111111;0.205;4.5;1;1;2;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.0059701492537313;9.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-07-31;KSV Holstein;23;3;3;177;621;Waldhof Mannheim;5;1;17;17;6;4;0.53;0.47;596;0.82;24;14;5;1;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0276470588235294;0.2083333333333333;489;0.0490797546012269;922.6415094339624;0.4117647058823529;13.20754716981132;0;0.06;3;4;10;0.0285234899328859;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
2022-07-23;KSV Holstein;24;30;3;177;188;1. FCK;1;1;12;13;2;5;0.65;0.35;559;0.83;13;9;1;1;0;0;3;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0269230769230769;0.0769230769230769;464;0.0280172413793103;713.8461538461538;0.25;4.615384615384615;-1;0.3;-1;0;4;0.0214669051878354;0.1666666666666666;0.325;1.5;0;2;2;0;1;0;0;1;0.1666666666666666;1.0;0.0035778175313059;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-07-16;KSV Holstein;24;17;22;177;189;Greuther Fürth;2;5;4;24;2;10;0.49;0.51;394;0.81;9;14;2;5;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;0.02125;0.2222222222222222;319;0.0282131661442006;651.0204081632653;0.25;2.0408163265306123;-20;-0.02;-11;-3;-5;0.0101522842639593;0.5;0.245;0.5;1;1;2;0;1;0;1;0;0.5;1.0;0.0050761421319796;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
