Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Dinko Horkaš-U. D. Las Palmas;Viti Rozada-U. D. Las Palmas;Álex Suárez-U. D. Las Palmas;Scott McKenna-U. D. Las Palmas;Mika Mármol-U. D. Las Palmas;Javi Muñoz Jiménez-U. D. Las Palmas;Dário Essugo-U. D. Las Palmas;Stefan Bajčetić-U. D. Las Palmas;Alberto Moleiro-U. D. Las Palmas;Oliver McBurnie-U. D. Las Palmas;Fábio Silva-U. D. Las Palmas;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Sandro Ramírez-U. D. Las Palmas;Juanma Herzog-U. D. Las Palmas;Jasper Cillessen-U. D. Las Palmas;José Gómez Campaña-U. D. Las Palmas;Álex Muñoz-U. D. Las Palmas;Enzo Loiodice-U. D. Las Palmas;Manu Fuster-U. D. Las Palmas;Andy Pelmard-U. D. Las Palmas;Kirian Rodríguez-U. D. Las Palmas;Marvin Park-U. D. Las Palmas;Adnan Januzaj-U. D. Las Palmas;Jaime Mata-U. D. Las Palmas;Benito Ramírez del Toro-U. D. Las Palmas;Fabio González-U. D. Las Palmas;Iván Gil Calero-U. D. Las Palmas;Marc Cardona-U. D. Las Palmas;Valentín Pezzolesi-U. D. Las Palmas;Pejiño-U. D. Las Palmas;Daley Sinkgraven-U. D. Las Palmas;Álvaro Valles-U. D. Las Palmas;Álvaro Lemos-U. D. Las Palmas;Saúl Coco-U. D. Las Palmas;Munir El Haddadi-U. D. Las Palmas;Julián Araujo-U. D. Las Palmas;Sergi Cardona-U. D. Las Palmas;Sory Kaba-U. D. Las Palmas;Máximo Perrone-U. D. Las Palmas;Aarón Escandell-U. D. Las Palmas;Aboubacar Bassinga-U. D. Las Palmas;Omenuke Mfulu-U. D. Las Palmas;Cristian Herrera-U. D. Las Palmas;Éric Curbelo-U. D. Las Palmas;Gustavo Yadam Santana Hernández-U. D. Las Palmas;Jonathan Viera-U. D. Las Palmas;Álvaro Jiménez-U. D. Las Palmas;Enrique Clemente Maza-U. D. Las Palmas;Sidnei Rechel da Silva Junior-U. D. Las Palmas;Loren Morón-U. D. Las Palmas;Wilfrid Kaptoum-U. D. Las Palmas;Florin Andone-U. D. Las Palmas;Óscar Clemente-U. D. Las Palmas;Álex Domínguez-U. D. Las Palmas;Joel del Pino-U. D. Las Palmas;Joaquín Felipe González Rodríguez-U. D. Las Palmas;Saliou Mandiang-U. D. Las Palmas
2024-03-17;U. D. Las Palmas;1;5;3;50;126;Almería;2;2;21;3;6;2;0.66;0.34;602;0.85;8;17;2;2;0;0;11;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.1133333333333333;0.25;512;0.015625;775.7575757575758;0.5238095238095238;16.666666666666664;18;0.32;8;0;-9;0.0348837209302325;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;U. D. Las Palmas;1;7;3;50;38;Athletic;3;3;14;7;2;2;0.72;0.28;638;0.85;8;14;3;3;0;0;10;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.04;0.375;542;0.014760147601476;752.7777777777778;0.7142857142857143;13.88888888888889;7;0.4399999999999999;7;0;-6;0.0219435736677116;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;U. D. Las Palmas;1;5;0;50;48;Getafe;1;4;14;16;5;5;0.74;0.26;671;0.85;9;28;1;4;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.01625;0.1111111111111111;570;0.0157894736842105;770.2702702702703;0.2857142857142857;5.405405405405405;-2;0.48;0;-3;-19;0.0208643815201192;0.2142857142857142;0.2466666666666666;1.3333333333333333;1;2;3;0;1;0;1;0;0.2142857142857142;0.6;0.0044709388971684;4.666666666666667;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;U. D. Las Palmas;1;5;2;50;41;Osasuna;2;1;9;6;3;2;0.73;0.27;679;0.86;6;15;2;1;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.045;0.3333333333333333;584;0.0102739726027397;800.0;0.6666666666666666;8.219178082191782;3;0.4599999999999999;-1;1;-9;0.0132547864506627;0.1111111111111111;0.73;6.0;0;1;1;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.0014727540500736;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;U. D. Las Palmas;1;5;4;50;27;Atlético Madrid;2;2;11;13;2;7;0.65;0.35;618;0.85;9;19;2;2;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.0269230769230769;0.2222222222222222;525;0.0171428571428571;807.6923076923076;0.4545454545454545;7.692307692307692;-2;0.3;2;0;-10;0.017799352750809;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;U. D. Las Palmas;1;5;1;50;52;Valencia C. F.;2;0;8;7;3;1;0.73;0.27;721;0.89;9;9;2;0;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0385714285714285;0.2222222222222222;642;0.014018691588785;879.4520547945206;0.625;6.849315068493151;1;0.4599999999999999;5;2;0;0.0110957004160887;0.25;0.365;2.5;0;2;2;1;0;0;0;1;0.25;0.6666666666666666;0.0027739251040221;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;U. D. Las Palmas;1;5;7;50;119;Granada;4;5;16;3;6;1;0.78;0.22;748;0.9;16;6;3;4;1;1;9;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0733333333333333;0.25;673;0.0237741456166419;862.8205128205128;0.5625;11.538461538461538;13;0.56;7;-1;10;0.0213903743315508;0.0625;0.78;9.0;0;1;1;0;1;0;1;0;0.0625;0.1666666666666666;0.0013368983957219;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;U. D. Las Palmas;1;5;28;50;12;Real Madrid;3;3;7;13;2;5;0.54;0.46;554;0.92;17;14;3;3;0;0;1;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0353846153846153;0.1764705882352941;510;0.0333333333333333;944.4444444444443;0.1428571428571428;1.851851851851852;-6;0.08;-5;0;3;0.0126353790613718;0.1428571428571428;0.54;1.0;0;1;1;0;0;1;0;1;0.1428571428571428;0.5;0.0018050541516245;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;U. D. Las Palmas;1;5;1;50;42;Rayo Vallecano;1;3;10;16;5;3;0.57;0.43;523;0.81;8;19;1;2;0;1;0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;12;0.026875;0.125;424;0.0188679245283018;743.8596491228071;0.0;0.0;-6;0.1399999999999999;-12;-2;-11;0.0191204588910133;0.2;0.285;0.0;1;1;2;1;0;0;1;0;0.2;0.4;0.0038240917782026;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;U. D. Las Palmas;1;0;1;50;37;Villarreal;4;3;8;17;3;3;0.56;0.44;542;0.86;13;11;4;3;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0258823529411764;0.3076923076923077;466;0.0278969957081545;832.1428571428571;0.5;7.142857142857142;-9;0.12;-2;1;2;0.014760147601476;0.375;0.1866666666666666;1.3333333333333333;1;2;3;1;0;0;0;1;0.375;1.0;0.0055350553505535;2.6666666666666665;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-07;U. D. Las Palmas;19;5;3;50;134;Tenerife;2;4;10;12;1;5;0.75;0.25;654;0.89;8;14;1;3;1;1;5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0208333333333333;0.25;582;0.0137457044673539;776.0;0.5;6.666666666666667;-2;0.5;-3;-2;-6;0.0152905198776758;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-04;U. D. Las Palmas;1;0;0;50;10;Barcelona;6;2;12;15;3;5;0.44;0.56;394;0.8;14;5;5;2;1;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;10;0.0373333333333333;0.4285714285714285;315;0.0444444444444444;715.9090909090909;0.4166666666666667;11.363636363636363;-3;-0.12;-5;4;9;0.0304568527918781;0.0833333333333333;0.44;5.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.3333333333333333;0.0025380710659898;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;U. D. Las Palmas;1;5;3;50;38;Athletic;3;1;5;19;1;10;0.49;0.51;472;0.73;11;12;3;1;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0268421052631578;0.2727272727272727;345;0.0318840579710144;704.0816326530612;0.4;4.081632653061225;-14;-0.02;-3;2;-1;0.010593220338983;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;U. D. Las Palmas;1;5;1;50;130;Cádiz;1;3;7;13;2;5;0.65;0.35;568;0.82;9;12;1;3;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0269230769230769;0.1111111111111111;466;0.01931330472103;716.9230769230769;0.5714285714285714;6.153846153846153;-6;0.3;-2;-2;-3;0.0123239436619718;0.1428571428571428;0.65;4.0;1;0;1;0;1;0;0;1;0.1428571428571428;0.5;0.0017605633802816;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;U. D. Las Palmas;1;5;8;50;45;Alavés;4;3;9;19;2;5;0.6;0.4;477;0.85;13;13;4;3;0;0;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;12;0.0210526315789473;0.3076923076923077;405;0.0320987654320987;675.0;0.3333333333333333;5.0;-10;0.1999999999999999;-9;1;0;0.0188679245283018;0.1111111111111111;0.6;3.0;1;0;1;1;0;0;1;0;0.1111111111111111;0.5;0.0020964360587002;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-06;U. D. Las Palmas;19;0;3;50;-1;Tudelano;3;3;28;13;7;5;0.8;0.2;959;0.89;7;19;3;3;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0153846153846153;0.4285714285714285;854;0.0081967213114754;1067.5;0.2142857142857142;7.5;15;0.6000000000000001;1;0;-12;0.0291970802919708;0.0714285714285714;0.4;3.0;1;1;2;1;0;0;1;0;0.0714285714285714;0.2857142857142857;0.0020855057351407;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-01;U. D. Las Palmas;1;5;8;50;48;Getafe;0;6;11;12;6;4;0.71;0.29;678;0.86;11;9;0;5;0;1;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0241666666666666;0.0;583;0.0188679245283018;821.1267605633803;0.3636363636363636;5.633802816901409;-1;0.42;0;-6;2;0.0162241887905604;0.1818181818181818;0.355;2.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.3333333333333333;0.0029498525073746;5.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;U. D. Las Palmas;1;7;3;50;39;Betis;2;1;15;12;4;6;0.61;0.39;629;0.87;12;7;2;1;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.0325;0.1666666666666666;547;0.0219378427787934;896.7213114754098;0.4;9.836065573770492;3;0.2199999999999999;-1;1;5;0.0238473767885532;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;U. D. Las Palmas;1;7;3;50;41;Osasuna;1;1;6;11;1;3;0.55;0.45;522;0.79;10;25;1;1;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.0409090909090909;0.1;412;0.0242718446601941;749.090909090909;0.5;5.454545454545454;-5;0.1;-5;0;-15;0.0114942528735632;0.1666666666666666;0.55;3.0;0;1;1;0;1;0;1;0;0.1666666666666666;1.0;0.0019157088122605;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-03;U. D. Las Palmas;1;5;4;50;27;Atlético Madrid;0;3;9;13;3;5;0.53;0.47;547;0.85;12;9;0;3;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0361538461538461;0.0;465;0.0258064516129032;877.3584905660377;0.3333333333333333;5.660377358490566;-4;0.06;-1;-3;3;0.016453382084095;0.2222222222222222;0.265;1.5;0;2;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.0036563071297989;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-31;U. D. Las Palmas;19;3;7;50;455;Manacor;0;1;12;8;5;3;0.78;0.22;769;0.9;4;14;0;1;0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0275;0.0;692;0.0057803468208092;887.1794871794872;0.6666666666666666;10.256410256410255;4;0.56;7;-1;-10;0.0156046814044213;0.25;0.26;2.6666666666666665;0;3;3;1;0;0;1;0;0.25;0.6;0.0039011703511053;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-28;U. D. Las Palmas;1;5;3;50;126;Almería;1;3;10;10;3;4;0.6;0.4;568;0.83;19;13;1;3;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.04;0.0526315789473684;471;0.0403397027600849;785.0;0.2;3.333333333333333;0;0.1999999999999999;-1;-2;6;0.0176056338028169;0.2;0.3;1.0;1;1;2;1;0;0;1;0;0.2;0.6666666666666666;0.0035211267605633;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;U. D. Las Palmas;1;5;1;50;42;Rayo Vallecano;4;2;12;12;6;4;0.62;0.38;565;0.83;13;11;4;1;0;1;10;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0316666666666666;0.3076923076923077;469;0.0277185501066098;756.4516129032259;0.8333333333333334;16.129032258064516;0;0.24;5;2;2;0.0212389380530973;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;U. D. Las Palmas;1;5;3;50;37;Villarreal;4;4;8;9;5;4;0.51;0.49;436;0.86;7;17;4;4;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.0544444444444444;0.5714285714285714;375;0.0186666666666666;735.2941176470588;0.25;3.92156862745098;-1;0.02;-5;0;-10;0.018348623853211;0.25;0.255;1.0;1;1;2;1;0;0;1;0;0.25;0.4;0.0045871559633027;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-02;U. D. Las Palmas;1;5;4;50;44;Celta de Vigo;2;1;16;11;5;3;0.74;0.26;726;0.89;13;14;2;1;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0236363636363636;0.1538461538461538;646;0.0201238390092879;872.972972972973;0.25;5.405405405405405;5;0.48;-1;1;-1;0.0220385674931129;0.125;0.37;2.0;0;2;2;1;0;0;0;1;0.125;0.4;0.0027548209366391;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;U. D. Las Palmas;1;5;28;50;12;Real Madrid;1;0;16;21;2;9;0.53;0.47;650;0.91;9;7;1;0;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.0223809523809523;0.1111111111111111;592;0.0152027027027027;1116.9811320754716;0.125;3.773584905660377;-5;0.06;-5;1;2;0.0246153846153846;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;U. D. Las Palmas;1;5;8;50;119;Granada;5;4;10;2;3;1;0.58;0.42;442;0.82;13;19;4;4;1;0;6;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.21;0.3846153846153846;362;0.0359116022099447;624.1379310344828;0.6;10.344827586206897;8;0.1599999999999999;-1;1;-6;0.0226244343891402;0.1;0.58;6.0;0;1;1;1;0;0;0;1;0.1;0.3333333333333333;0.002262443438914;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;U. D. Las Palmas;1;3;3;50;43;Sevilla;5;3;14;26;2;9;0.57;0.43;476;0.81;12;13;5;3;0;0;3;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0165384615384615;0.4166666666666667;386;0.0310880829015544;677.1929824561404;0.2142857142857142;5.2631578947368425;-12;0.1399999999999999;-4;2;-1;0.0294117647058823;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;U. D. Las Palmas;1;3;7;50;24;Girona;3;3;10;11;5;6;0.54;0.46;484;0.86;10;15;3;3;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0418181818181818;0.3;416;0.0240384615384615;770.3703703703703;0.5;9.25925925925926;-1;0.08;2;0;-5;0.0206611570247933;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
