Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Daniel Bentley-Wolves;Santiago Bueno-Wolves;Emmanuel Agbadou-Wolves;Toti-Wolves;Nélson Semedo-Wolves;João Gomes da Silva-Wolves;André Trindade da Costa Neto-Wolves;Rayan Aït-Nouri-Wolves;Marshall Munetsi-Wolves;Matheus Cunha-Wolves;Jørgen Strand Larsen-Wolves;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;José Sá-Wolves;Matt Doherty-Wolves;Jean-Ricner Bellegarde-Wolves;Sam Johnstone-Wolves;Nasser Djiga-Wolves;Pablo Sarabia-Wolves;Gonçalo Guedes-Wolves;Rodrigo Gomes-Wolves;Hwang Hee-chan-Wolves;Pedro Lima-Wolves;Tommy Doyle-Wolves;Craig Dawson-Wolves;Mario Lemina-Wolves;Carlos Borges-Wolves;Yerson Mosquera-Wolves;Alfie Pond-Wolves;Boubacar Traoré-Wolves;Daniel Podence-Wolves;Chiquinho-Wolves;Hugo Bueno-Wolves;Luke Cundle-Wolves;Tawanda Chirewa-Wolves;Max Kilman-Wolves;Leon Chiwome-Wolves;Nathan Fraser-Wolves;Pedro Neto-Wolves;Saša Kalajdžić-Wolves;Jonathan Castro Otto-Wolves;Fábio Silva-Wolves;Joe Hodge-Wolves;Matheus Nunes-Wolves;Nathan Collins-Wolves;Adama Traoré Diarra-Wolves;Raúl Jiménez-Wolves;Rúben Neves-Wolves;Diego Costa-Wolves;João Moutinho-Wolves;Matija Šarkić-Wolves;Dexter Lembikisa-Wolves;Connor Ronan-Wolves
2025-02-22;Wolves;3;17;3;67;59;Bournemouth;3;4;13;8;5;3;0.55;0.45;454;0.8;9;17;3;3;0;1;7;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6;0.05625;0.3333333333333333;363;0.024793388429752;660.0;0.5384615384615384;12.727272727272728;5;0.1;1;-1;-8;0.0286343612334801;0.0769230769230769;0.55;7.0;1;0;1;1;0;0;1;0;0.0769230769230769;0.2;0.0022026431718061;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-16;Wolves;3;17;3;67;2;Liverpool;2;2;16;10;4;3;0.51;0.49;458;0.84;13;15;2;2;0;0;3;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.049;0.1538461538461538;385;0.0337662337662337;754.9019607843137;0.1875;5.88235294117647;6;0.02;-1;0;-2;0.0349344978165938;0.0625;0.51;3.0;0;1;1;0;0;1;1;0;0.0625;0.25;0.0021834061135371;16.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-09;Wolves;15;17;3;67;824;Blackburn Rovers;1;2;16;11;7;4;0.53;0.47;473;0.82;10;11;1;2;0;0;4;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0427272727272727;0.1;388;0.0257731958762886;732.0754716981131;0.25;7.547169811320754;5;0.06;1;-1;-1;0.0338266384778012;0.125;0.265;2.0;2;0;2;1;0;0;1;0;0.125;0.2857142857142857;0.0042283298097251;8.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Wolves;3;17;3;67;1;Aston Villa;2;3;8;10;5;3;0.31;0.69;247;0.8;20;13;2;3;0;0;5;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;8;0.0689999999999999;0.1;198;0.101010101010101;638.7096774193549;0.625;16.129032258064516;-2;-0.3799999999999999;-3;-1;7;0.0323886639676113;0.25;0.155;2.5;1;1;2;1;0;0;0;1;0.25;0.4;0.0080971659919028;4.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Wolves;3;17;0;67;9;Arsenal;1;2;9;9;4;3;0.52;0.48;433;0.84;20;10;0;1;1;1;1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;5;0.0533333333333333;0.05;364;0.0549450549450549;700.0;0.1111111111111111;1.923076923076923;0;0.04;-4;-1;10;0.0207852193995381;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-20;Wolves;3;17;3;67;53;Chelsea;2;4;9;19;4;7;0.37;0.63;333;0.78;14;8;2;4;0;0;6;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;3;0.0331578947368421;0.1428571428571428;260;0.0538461538461538;702.7027027027027;0.6666666666666666;16.216216216216218;-10;-0.26;3;-2;6;0.027027027027027;0.1111111111111111;0.37;6.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.003003003003003;9.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Wolves;3;17;0;67;60;Newcastle;2;0;13;17;7;5;0.39;0.61;380;0.77;13;10;2;0;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.0358823529411764;0.1538461538461538;293;0.0443686006825938;751.2820512820513;0.1538461538461538;5.128205128205128;-4;-0.2199999999999999;-2;2;3;0.0342105263157894;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Wolves;15;6;6;67;828;Bristol City;0;1;12;6;6;3;0.48;0.52;474;0.84;12;15;0;1;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1;0.0866666666666666;0.0;398;0.0301507537688442;829.1666666666667;0.1666666666666666;4.166666666666667;6;-0.04;1;-1;-3;0.0253164556962025;0.1666666666666666;0.24;1.0;2;0;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0042194092827004;6.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-06;Wolves;3;17;3;67;55;Nottingham Forest;1;2;13;11;6;3;0.61;0.39;549;0.84;10;8;1;2;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3;0.0354545454545454;0.1;461;0.0216919739696312;755.7377049180328;0.3846153846153846;8.19672131147541;2;0.2199999999999999;2;-1;2;0.02367941712204;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Wolves;3;17;3;67;56;Tottenham;2;1;11;13;3;3;0.53;0.47;457;0.8;10;9;2;1;0;0;5;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5;0.0361538461538461;0.2;366;0.0273224043715847;690.566037735849;0.4545454545454545;9.433962264150942;-2;0.06;0;1;1;0.024070021881838;0.1818181818181818;0.265;2.5;1;1;2;0;1;0;1;0;0.1818181818181818;0.6666666666666666;0.0043763676148796;5.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Wolves;3;17;17;67;62;Manchester United;2;3;7;11;4;4;0.51;0.49;474;0.83;12;12;2;2;0;1;4;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0445454545454545;0.1666666666666666;393;0.0305343511450381;770.5882352941177;0.5714285714285714;7.84313725490196;-4;0.02;0;-1;0;0.0147679324894514;0.2857142857142857;0.255;2.0;0;2;2;1;0;0;0;1;0.2857142857142857;0.5;0.0042194092827004;3.5;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Wolves;3;17;3;67;63;Leicester City;0;2;8;9;4;5;0.46;0.54;479;0.83;16;15;0;2;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;6;0.06;0.0;398;0.0402010050251256;865.2173913043478;0.125;2.1739130434782608;-1;-0.08;-5;-2;1;0.0167014613778705;0.375;0.1533333333333333;0.3333333333333333;3;0;3;1;0;0;1;0;0.375;0.75;0.0062630480167014;2.6666666666666665;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Wolves;3;17;3;67;66;Ipswich;1;3;16;10;6;5;0.55;0.45;499;0.83;13;9;0;3;1;0;7;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;3;0.045;0.0769230769230769;414;0.0314009661835748;752.7272727272726;0.4375;12.727272727272728;6;0.1;4;-2;4;0.032064128256513;0.0625;0.55;7.0;0;1;1;0;0;1;0;1;0.0625;0.1666666666666666;0.002004008016032;16.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-09;Wolves;3;17;3;67;61;West Ham;4;5;19;19;5;4;0.46;0.54;377;0.76;17;12;4;5;0;0;0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;11;0.0284210526315789;0.2352941176470588;287;0.0592334494773519;623.9130434782609;0.0;0.0;0;-0.08;-11;-1;5;0.0503978779840848;0.0526315789473684;0.46;0.0;0;1;1;0;0;1;1;0;0.0526315789473684;0.2;0.0026525198938992;19.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Wolves;3;17;3;67;64;Everton;0;2;6;13;2;4;0.57;0.43;473;0.8;8;10;0;2;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;3;0.033076923076923;0.0;378;0.0211640211640211;663.1578947368422;0.6666666666666666;7.017543859649123;-7;0.1399999999999999;1;-2;-2;0.0126849894291754;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Wolves;3;3;3;67;59;Bournemouth;5;1;10;12;3;8;0.61;0.39;520;0.84;13;11;5;1;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0325;0.3846153846153846;437;0.0297482837528604;716.3934426229508;0.3;4.918032786885246;-2;0.2199999999999999;-1;4;2;0.0192307692307692;0.2;0.305;1.5;1;1;2;0;0;1;0;1;0.2;0.6666666666666666;0.0038461538461538;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Wolves;3;17;3;67;58;Fulham;0;3;10;10;5;3;0.4;0.6;392;0.82;14;14;0;3;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;0.06;0.0;321;0.043613707165109;802.5;0.2;5.0;0;-0.1999999999999999;-5;-3;0;0.0255102040816326;0.4;0.1;0.5;1;3;4;1;0;0;1;0;0.4;0.8;0.010204081632653;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Wolves;3;3;9;67;68;Southampton;1;4;8;9;4;0;0.28;0.72;278;0.76;14;12;1;4;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;9;0.08;0.0714285714285714;211;0.0663507109004739;753.5714285714286;0.125;3.571428571428571;-1;-0.4399999999999999;-8;-3;2;0.0287769784172661;0.25;0.14;0.5;1;1;2;1;0;0;0;1;0.25;0.5;0.0071942446043165;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
