Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Fernando Miguel Kaufmann-Ceará;Fabiano Silva-Ceará;Marllon Gonçalves-Ceará;Willian Machado-Ceará;Matheus Bahia Santos-Ceará;Fernando Sobral-Ceará;Diego-Ceará;Antonio Galeano-Ceará;Lucas Mugni-Ceará;Pedro Henrique-Ceará;Pedro Raúl-Ceará;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Rafael Ramos-Ceará;Aylon Darwin Tavella-Ceará;Bruno-Ceará;Eder Ferreira Graminho-Ceará;Lourenço-Ceará;Matheus Araujo-Ceará;Fernandinho-Ceará;João Pedro-Ceará;David Ricardo-Ceará;Richardson Fernandes dos Santos-Ceará;Lucas Rian-Ceará;Erick Pulga-Ceará;Saulo Mineiro-Ceará;Patrick de Lucca-Ceará;Eric Almeida de Melo-Ceará;Jorge Eduardo Recalde-Ceará;Matheus Felipe Santos Nascimento-Ceará;Ramon Menezes Roma-Ceará;Richard-Ceará;Raí Ramos-Ceará;Facundo Barceló-Ceará;Jean Carlos de Souza Irmer-Ceará;Paulo Victor-Ceará;Janderson-Ceará;Jonathan Jesus-Ceará;Facundo Ismael Castro-Ceará;Guilherme Castilho-Ceará;João Victor-Ceará;André Luiz Ribeiro da Silva-Ceará;Luiz Otavio Anacleto Leandro-Ceará;Léo Santos-Ceará;Jean Carlos Vicente-Ceará;Pedro Lucas Obermüller-Ceará;Guilherme Bissoli-Ceará;Warley Leandro da Silva-Ceará;José Ricardo Barbosa Ribeiro Drumond-Ceará;Chay-Ceará;Pedro Antonio Pimentel Ferreira-Ceará;Lucas Ribeiro-Ceará;Erick de Arruda Serafim-Ceará;Chrystian Barletta-Ceará;Nicolas Godinho Johann-Ceará;Tiago Pagnussat-Ceará;Cléber-Ceará;Caíque de Jesus Gonçalves-Ceará;Breno Rodrigues da Silva-Ceará;Danilo Carvalho Barcelos-Ceará;Maranhão-Ceará;Sidnei Rechel da Silva Junior-Ceará;Hygor Cleber Garcia Silva-Ceará;Gabriel Lacerda-Ceará;Willian Formiga-Ceará;Míchel Macedo-Ceará;Vitor Gabriel-Ceará;Arthur Rodrigues Rezende-Ceará;Álvaro Vieira de Oliveira-Ceará;Marcos Ytalo Benício da Silva-Ceará;Marcos Victor-Ceará;Bruno Pacheco-Ceará;Geovane-Ceará;Léo Rafael-Ceará;João Ricardo Riedi-Ceará;Nino Paraíba-Ceará;Victor Luis-Ceará;Richard Candido Coelho-Ceará;Vinícius Moreira de Lima-Ceará;Vinícius Goes-Ceará;John Stiven Mendoza-Ceará;Jô-Ceará;Diego Rigonato Rodrigues-Ceará;Messias-Ceará;José Roberto Assunção de Araújo Filho-Ceará
2024-07-05;Ceará;29;3;3;680;662;Santos;2;6;21;9;5;5;0.62;0.38;400;0.79;11;12;2;5;0;1;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0422222222222222;0.1818181818181818;316;0.0348101265822784;509.6774193548387;0.3333333333333333;11.290322580645162;12;0.24;5;-4;-1;0.0525;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-29;Ceará;29;3;1;680;665;Ituano;2;3;21;5;8;3;0.43;0.57;314;0.75;15;7;2;3;0;0;13;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.1139999999999999;0.1333333333333333;236;0.0635593220338983;548.8372093023256;0.6190476190476191;30.232558139534884;16;-0.1399999999999999;9;-1;8;0.0668789808917197;0.1904761904761904;0.1075;3.25;3;1;4;1;0;0;0;1;0.1904761904761904;0.5;0.0127388535031847;5.25;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-25;Ceará;29;0;0;680;666;Ponte Preta;2;2;11;12;2;7;0.63;0.37;367;0.76;9;16;2;2;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0308333333333333;0.2222222222222222;279;0.032258064516129;442.8571428571428;0.5454545454545454;9.523809523809524;-1;0.26;2;0;-7;0.0299727520435967;0.0909090909090909;0.63;6.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.5;0.0027247956403269;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-20;Ceará;29;7;3;680;679;Sport Recife;5;2;16;10;3;3;0.42;0.58;322;0.72;16;10;5;2;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0579999999999999;0.3125;232;0.0689655172413793;552.3809523809524;0.4375;16.666666666666668;6;-0.1599999999999999;3;3;6;0.0496894409937888;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Ceará;29;3;1;680;691;Brusque;3;3;17;12;3;1;0.52;0.48;335;0.65;18;15;3;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.04;0.1666666666666666;218;0.0825688073394495;419.2307692307692;0.3529411764705882;11.538461538461538;5;0.04;4;0;3;0.0507462686567164;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-10;Ceará;29;7;1;680;681;Vila Nova;5;8;15;8;6;6;0.49;0.51;249;0.69;15;15;5;8;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.06375;0.3333333333333333;172;0.0872093023255814;351.0204081632653;0.6;18.367346938775512;7;-0.02;5;-3;0;0.0602409638554216;0.1333333333333333;0.245;4.5;1;1;2;0;0;1;1;0;0.1333333333333333;0.3333333333333333;0.0080321285140562;7.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-31;Ceará;29;7;3;680;684;Coritiba;3;4;14;6;6;1;0.53;0.47;373;0.79;18;14;3;4;0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0783333333333333;0.1666666666666666;295;0.0610169491525423;556.6037735849056;0.6428571428571429;16.9811320754717;8;0.06;6;-1;4;0.0375335120643431;0.0714285714285714;0.53;9.0;0;1;1;1;0;0;0;1;0.0714285714285714;0.1666666666666666;0.002680965147453;14.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Ceará;29;7;3;680;688;Chapecoense;3;8;17;10;5;6;0.58;0.42;444;0.82;16;16;3;8;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0419999999999999;0.1875;364;0.0439560439560439;627.5862068965517;0.3529411764705882;10.344827586206897;7;0.1599999999999999;3;-5;0;0.0382882882882882;0.1176470588235294;0.29;3.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.4;0.0045045045045045;8.5;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-23;Ceará;12;29;3;680;690;CRB;4;3;24;11;9;7;0.64;0.36;456;0.81;15;15;4;3;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0327272727272727;0.2666666666666666;369;0.040650406504065;576.5625;0.2083333333333333;7.8125;13;0.28;0;1;0;0.0526315789473684;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Ceará;29;9;7;680;685;Operário;7;2;13;14;5;5;0.39;0.61;272;0.76;16;8;7;2;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0435714285714285;0.4375;207;0.0772946859903381;530.7692307692307;0.4615384615384615;15.384615384615383;-1;-0.2199999999999999;-3;5;8;0.0477941176470588;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Ceará;29;9;1;680;687;Amazonas;3;4;11;12;5;4;0.39;0.61;335;0.81;15;10;2;4;1;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0508333333333333;0.2;271;0.055350553505535;694.8717948717948;0.5454545454545454;15.384615384615383;-1;-0.2199999999999999;1;-1;5;0.0328358208955223;0.1818181818181818;0.195;3.0;2;0;2;1;0;0;0;1;0.1818181818181818;0.4;0.0059701492537313;5.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Ceará;29;9;1;680;671;Novorizontino;5;3;10;21;4;6;0.34;0.66;219;0.54;18;17;4;3;1;0;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0314285714285714;0.2777777777777778;118;0.1525423728813559;347.05882352941177;0.2;5.88235294117647;-11;-0.32;-6;2;1;0.045662100456621;0.3;0.1133333333333333;0.6666666666666666;1;2;3;1;0;0;1;0;0.3;0.75;0.0136986301369863;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-06;Ceará;29;1;3;680;690;CRB;6;2;10;14;2;4;0.52;0.48;297;0.72;18;14;6;2;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0342857142857142;0.3333333333333333;214;0.0841121495327102;411.5384615384616;0.7;13.461538461538462;-4;0.04;1;4;4;0.0336700336700336;0.2;0.26;3.5;1;1;2;0;1;0;0;1;0.2;1.0;0.0067340067340067;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Ceará;12;0;3;680;690;CRB;2;2;7;16;3;5;0.45;0.55;321;0.75;10;12;2;2;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.034375;0.2;241;0.0414937759336099;535.5555555555555;0.7142857142857143;11.11111111111111;-9;-0.1;-2;0;-2;0.0218068535825545;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-29;Ceará;29;1;3;680;670;Mirassol;7;3;16;15;4;5;0.57;0.43;396;0.81;18;12;6;3;1;0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0286666666666666;0.3888888888888889;321;0.0560747663551401;563.1578947368422;0.6875;19.29824561403509;1;0.1399999999999999;5;4;6;0.0404040404040404;0.125;0.285;5.5;0;2;2;0;0;1;1;0;0.125;0.5;0.005050505050505;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Ceará;29;1;1;680;683;Goiás;2;5;21;5;6;2;0.67;0.33;417;0.79;13;8;2;5;0;0;14;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.066;0.1538461538461538;329;0.0395136778115501;491.04477611940297;0.6666666666666666;20.8955223880597;16;0.34;11;-3;5;0.0503597122302158;0.0476190476190476;0.67;14.0;1;0;1;0;1;0;0;1;0.0476190476190476;0.1666666666666666;0.0023980815347721;21.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Ceará;29;0;0;680;779;Juventude;5;3;12;11;3;6;0.58;0.42;330;0.78;19;8;5;2;0;1;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0381818181818181;0.2631578947368421;257;0.0739299610894941;443.1034482758621;0.4166666666666667;8.620689655172415;1;0.1599999999999999;4;2;11;0.0363636363636363;0.0833333333333333;0.58;5.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.3333333333333333;0.003030303030303;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-18;Ceará;29;3;1;680;681;Vila Nova;5;3;11;15;5;7;0.48;0.52;368;0.77;14;11;4;3;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0346666666666666;0.3571428571428571;283;0.0494699646643109;589.5833333333334;0.0909090909090909;2.083333333333333;-4;-0.04;-6;2;3;0.029891304347826;0.0909090909090909;0.48;1.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.2;0.0027173913043478;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-12;Ceará;29;0;3;680;670;Mirassol;3;2;15;17;5;3;0.45;0.55;301;0.72;25;23;3;1;0;1;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0323529411764705;0.12;217;0.1152073732718894;482.22222222222223;0.3333333333333333;11.11111111111111;-2;-0.1;3;1;2;0.0498338870431893;0.1333333333333333;0.225;2.5;0;2;2;1;0;0;0;1;0.1333333333333333;0.4;0.0066445182724252;7.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Ceará;29;0;6;680;673;Botafogo RP;1;2;10;15;4;3;0.55;0.45;380;0.77;14;17;1;2;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.03;0.0714285714285714;293;0.0477815699658703;532.7272727272726;0.7;12.727272727272728;-5;0.1;2;-1;-3;0.0263157894736842;0.2;0.275;3.5;1;1;2;0;1;0;1;0;0.2;0.5;0.0052631578947368;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-27;Ceará;29;0;0;680;679;Sport Recife;5;5;12;10;8;5;0.46;0.54;301;0.8;27;22;5;4;0;1;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.054;0.1851851851851851;241;0.1120331950207468;523.9130434782609;0.4166666666666667;10.869565217391305;2;-0.08;0;0;5;0.0398671096345514;0.1666666666666666;0.23;2.5;1;1;2;1;0;0;0;1;0.1666666666666666;0.25;0.0066445182724252;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Ceará;29;4;0;680;686;Avaí;4;4;8;11;2;4;0.51;0.49;278;0.72;16;16;3;4;1;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0445454545454545;0.25;200;0.08;392.156862745098;0.625;9.803921568627452;-3;0.02;1;0;0;0.0287769784172661;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-14;Ceará;29;1;7;680;-1;Sampaio Corrêa;2;6;24;3;7;0;0.68;0.32;468;0.82;15;15;2;5;0;1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.1066666666666666;0.1333333333333333;384;0.0390625;564.7058823529411;0.375;13.235294117647058;21;0.36;7;-4;0;0.0512820512820512;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
