Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marko Dmitrović-Leganés;Valentin Rosier-Leganés;Jorge Sáenz-Leganés;Sergio González Poirrier-Leganés;Javier Hernández Carrera-Leganés;Renato Tapia-Leganés;Yvan Neyou-Leganés;Yan Diomande-Leganés;Seydouba Cissé-Leganés;Adrià Altimira-Leganés;Diego García Campos-Leganés;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Óscar Rodríguez Arnaiz-Leganés;Dani Raba-Leganés;Matija Nastasić-Leganés;Juan Cruz Díaz Espósito-Leganés;Darko Brašanac-Leganés;Miguel de la Fuente Escudero-Leganés;Borna Barišić-Leganés;Juan Soriano-Leganés;Munir El Haddadi-Leganés;Roberto López Alcaide-Leganés;Jackson Porozo-Leganés;Iker Bachiller-Leganés;Julián Chicco-Leganés;Sébastien Haller-Leganés;Enric Franquesa-Leganés;Aritz Arambarri-Leganés;Diego Conde-Leganés;Jorge Miramón-Leganés;Francisco Portillo Soler-Leganés;Näis Djouahra-Leganés;Allan Romeo Nyom-Leganés;Iker Undabarrena-Leganés;Óscar Ureña García-Leganés;Naím García-Leganés;Luis Perea Hernández-Leganés;Daniel Jiménez López-Leganés;Kenneth Omeruo-Leganés;Fede Vico-Leganés;Jon Karrikaburu-Leganés;Yacine Qasmi-Leganés;José Manuel Sánchez Guillén-Leganés;José Arnaiz-Leganés;Asier Riesgo-Leganés;Rubén Pardo-Leganés;Juan José Narváez-Leganés;Gaku Shibasaki-Leganés;Juan Muñoz Muñoz-Leganés;Riza Durmisi-Leganés;Duk-Leganés
2023-04-23;Leganés;7;3;0;47;45;Alavés;4;3;4;14;1;3;0.46;0.54;402;0.77;12;8;4;3;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.0385714285714285;0.3333333333333333;310;0.0387096774193548;673.9130434782609;0.0;0.0;-10;-0.08;-6;1;4;0.0099502487562189;0.25;0.46;0.0;0;1;1;0;0;1;1;0;0.25;1.0;0.0024875621890547;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-16;Leganés;7;3;1;47;-1;Villarreal B;0;1;15;7;3;2;0.46;0.54;437;0.8;10;13;0;1;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0771428571428571;0.0;350;0.0285714285714285;760.8695652173913;0.2666666666666666;8.695652173913043;8;-0.08;0;-1;-3;0.034324942791762;0.0666666666666666;0.46;4.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.3333333333333333;0.0022883295194508;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-04-09;Leganés;7;1;1;47;-1;Ponferradina;2;1;12;13;6;4;0.36;0.64;282;0.59;9;7;2;1;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;10;0.0492307692307692;0.2222222222222222;166;0.0542168674698795;461.1111111111112;0.25;8.333333333333334;-1;-0.28;-7;1;2;0.0425531914893617;0.0833333333333333;0.36;3.0;0;1;1;1;0;0;1;0;0.0833333333333333;0.1666666666666666;0.0035460992907801;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-04-01;Leganés;7;9;3;47;135;Cartagena;2;5;9;6;1;3;0.39;0.61;321;0.73;14;16;2;5;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.1016666666666666;0.1428571428571428;234;0.0598290598290598;600.0;0.2222222222222222;5.128205128205128;3;-0.2199999999999999;0;-3;-2;0.02803738317757;0.1111111111111111;0.39;2.0;1;0;1;0;0;1;0;1;0.1111111111111111;1.0;0.0031152647975077;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-27;Leganés;7;1;9;47;125;Málaga;4;2;4;11;0;4;0.47;0.53;372;0.76;12;15;4;2;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0481818181818181;0.3333333333333333;283;0.0424028268551236;602.1276595744681;1.25;10.638297872340424;-7;-0.06;-1;2;-3;0.010752688172043;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-03-18;Leganés;7;1;1;47;121;Real Oviedo;3;2;9;6;3;1;0.57;0.43;501;0.81;13;15;3;2;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.0716666666666666;0.2307692307692307;406;0.0320197044334975;712.280701754386;0.4444444444444444;7.017543859649123;3;0.1399999999999999;-5;1;-2;0.0179640718562874;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
2023-03-12;Leganés;7;6;1;47;117;Real Zaragoza;1;3;10;9;2;6;0.61;0.39;423;0.86;12;18;1;3;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0433333333333333;0.0833333333333333;364;0.0329670329670329;596.7213114754098;0.4;6.557377049180328;1;0.2199999999999999;-2;-2;-6;0.0236406619385342;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-03-05;Leganés;7;2;1;47;-1;UD Ibiza;1;5;15;10;6;5;0.7;0.3;575;0.81;8;20;1;5;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.03;0.125;466;0.0171673819742489;665.7142857142858;0.2666666666666666;5.714285714285714;5;0.3999999999999999;0;-4;-12;0.0260869565217391;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-02-25;Leganés;7;2;17;47;116;Mirandés;1;2;10;4;5;2;0.56;0.44;488;0.85;13;14;1;2;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.11;0.0769230769230769;415;0.0313253012048192;741.0714285714286;0.6;10.714285714285714;6;0.12;3;-1;-1;0.0204918032786885;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2023-02-18;Leganés;7;3;7;47;50;U. D. Las Palmas;2;4;6;10;3;2;0.25;0.75;212;0.63;10;13;1;4;1;0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.075;0.2;134;0.0746268656716417;536.0;0.3333333333333333;8.0;-4;-0.5;-2;-2;-3;0.0283018867924528;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
2023-02-13;Leganés;7;3;3;47;114;Racing de Santander;6;2;12;11;5;3;0.55;0.45;432;0.83;12;13;5;2;1;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0409090909090909;0.5;359;0.0334261838440111;652.7272727272726;0.25;5.454545454545454;1;0.1;-4;4;-1;0.0277777777777777;0.0833333333333333;0.55;3.0;0;1;1;0;0;1;1;0;0.0833333333333333;0.2;0.0023148148148148;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-02-04;Leganés;7;6;6;47;120;Sporting Gijón;7;5;7;11;3;3;0.36;0.64;263;0.69;17;16;6;3;1;2;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0581818181818181;0.4117647058823529;181;0.0939226519337016;502.77777777777777;0.4285714285714285;8.333333333333334;-4;-0.28;-2;2;1;0.026615969581749;0.1428571428571428;0.36;3.0;1;0;1;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0038022813688212;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
2023-01-28;Leganés;7;3;3;47;124;Eibar;3;4;8;15;1;6;0.39;0.61;362;0.74;11;12;3;4;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0406666666666666;0.2727272727272727;268;0.0410447761194029;687.1794871794872;0.5;10.256410256410255;-7;-0.2199999999999999;-2;-1;-1;0.0220994475138121;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
2023-01-22;Leganés;7;6;0;47;115;Levante;3;3;10;18;4;3;0.4;0.6;305;0.73;11;12;3;3;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0333333333333333;0.2727272727272727;223;0.0493273542600896;557.5;0.4;10.0;-8;-0.1999999999999999;-1;0;-1;0.0327868852459016;0.2;0.2;2.0;1;1;2;0;1;0;0;1;0.2;0.5;0.0065573770491803;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
2023-01-16;Leganés;7;3;0;47;127;Albacete;5;3;7;15;1;5;0.56;0.44;456;0.76;10;13;4;3;1;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0293333333333333;0.5;347;0.0288184438040345;619.6428571428571;0.2857142857142857;3.571428571428571;-8;0.12;-3;2;-3;0.0153508771929824;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-01-06;Leganés;7;0;0;47;-1;CD Lugo;3;3;11;7;4;1;0.64;0.36;475;0.8;15;14;3;3;0;0;9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0514285714285714;0.2;380;0.0394736842105263;593.75;0.8181818181818182;14.0625;4;0.28;8;0;1;0.0231578947368421;0.0909090909090909;0.64;9.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.25;0.0021052631578947;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-12-19;Leganés;7;6;1;47;117;Real Zaragoza;3;3;6;7;4;2;0.53;0.47;472;0.81;9;12;3;2;0;1;6;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0671428571428571;0.3333333333333333;382;0.0235602094240837;720.754716981132;1.0;11.320754716981131;-1;0.06;4;0;-3;0.0127118644067796;0.3333333333333333;0.265;3.0;1;1;2;1;0;0;0;1;0.3333333333333333;0.5;0.0042372881355932;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-12-10;Leganés;7;29;0;47;-1;FC Andorra;3;2;5;14;3;5;0.39;0.61;337;0.78;14;11;3;2;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0435714285714285;0.2142857142857142;263;0.053231939163498;674.3589743589744;0.4;5.128205128205128;-9;-0.2199999999999999;-1;1;3;0.0148367952522255;0.2;0.39;2.0;0;1;1;0;1;0;1;0;0.2;0.3333333333333333;0.0029673590504451;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-06;Leganés;7;1;9;47;116;Mirandés;3;3;13;9;4;3;0.52;0.48;413;0.79;13;13;3;2;0;1;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0533333333333333;0.2307692307692307;326;0.0398773006134969;626.9230769230769;0.1538461538461538;3.846153846153846;4;0.04;0;0;0;0.0314769975786924;0.1538461538461538;0.26;1.0;1;1;2;0;1;0;0;1;0.1538461538461538;0.5;0.0048426150121065;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
2022-12-03;Leganés;7;6;1;47;-1;Villarreal B;4;3;15;5;3;1;0.42;0.58;368;0.8;12;19;4;3;0;0;9;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.1159999999999999;0.3333333333333333;294;0.0408163265306122;700.0;0.6;21.42857142857143;10;-0.1599999999999999;6;1;-7;0.0407608695652173;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-11-27;Leganés;7;1;9;47;119;Granada;6;3;12;3;2;1;0.64;0.36;498;0.79;16;10;6;2;0;1;6;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.12;0.375;393;0.0407124681933842;614.0625;0.5;9.375;9;0.28;2;3;6;0.0240963855421686;0.0833333333333333;0.64;6.0;0;1;1;1;0;0;0;1;0.0833333333333333;0.5;0.002008032128514;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-11-19;Leganés;7;1;1;47;120;Sporting Gijón;2;2;9;14;5;6;0.54;0.46;455;0.83;7;18;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0328571428571428;0.2857142857142857;378;0.0185185185185185;700.0;0.3333333333333333;5.555555555555555;-5;0.08;0;0;-11;0.0197802197802197;0.2222222222222222;0.27;1.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.4;0.0043956043956043;4.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-11-05;Leganés;7;4;6;47;-1;Ponferradina;2;4;8;16;3;2;0.38;0.62;291;0.71;18;15;2;3;0;1;7;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.03875;0.1111111111111111;207;0.0869565217391304;544.7368421052631;0.875;18.42105263157895;-8;-0.24;0;-2;3;0.0274914089347079;0.25;0.19;3.5;2;0;2;1;0;0;0;1;0.25;0.6666666666666666;0.0068728522336769;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0
2022-11-01;Leganés;7;9;1;47;-1;UD Ibiza;2;5;11;10;5;3;0.48;0.52;377;0.74;12;19;2;5;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.052;0.1666666666666666;279;0.043010752688172;581.25;0.4545454545454545;10.416666666666668;1;-0.04;0;-3;-7;0.0291777188328912;0.1818181818181818;0.24;2.5;1;1;2;1;0;0;1;0;0.1818181818181818;0.4;0.0053050397877984;5.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
