Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Florian Müller-Friburgo;Max Rosenfelder-Friburgo;Matthias Ginter-Friburgo;Philipp Lienhart-Friburgo;Jordy Makengo-Friburgo;Ritsu Dōan-Friburgo;Maximilian Eggestein-Friburgo;Patrick Osterhage-Friburgo;Vincenzo Grifo-Friburgo;Johan Manzambi-Friburgo;Junior Adamu-Friburgo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lucas Höler-Friburgo;Lukas Kübler-Friburgo;Christian Günter-Friburgo;Noah Atubolu-Friburgo;Kiliann Sildillia-Friburgo;Michael Gregoritsch-Friburgo;Eren Dinkci-Friburgo;Merlin Röhl-Friburgo;Nicolas Höfler-Friburgo;Maximilian Philipp-Friburgo;Bruno Ogbus-Friburgo;Yannik Keitel-Friburgo;Roland Sallai-Friburgo;Manuel Gulde-Friburgo;Noah Weißhaupt-Friburgo;Kenneth Schmidt-Friburgo;Mark Flekken-Friburgo;Jeong Woo-yeong-Friburgo;Daniel-Kofi Kyereh-Friburgo
2023-08-19;Friburgo;9;13;2;170;97;Hoffenheim;1;0;18;22;9;4;0.49;0.51;450;0.77;9;9;1;0;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0231818181818181;0.1111111111111111;346;0.0260115606936416;706.1224489795918;0.1111111111111111;4.081632653061225;-4;-0.02;-2;1;0;0.04;0.1111111111111111;0.245;1.0;2;0;2;1;0;0;1;0;0.1111111111111111;0.2222222222222222;0.0044444444444444;9.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-13;Friburgo;23;2;29;170;-1;Oberachern;0;3;30;7;11;2;0.77;0.23;635;0.86;4;19;0;3;0;0;10;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0328571428571428;0.0;546;0.0073260073260073;709.0909090909091;0.3333333333333333;12.987012987012989;23;0.54;8;-3;-15;0.0472440944881889;0.0666666666666666;0.385;5.0;0;2;2;1;0;0;1;0;0.0666666666666666;0.1818181818181818;0.0031496062992125;15.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-19;Friburgo;9;17;30;170;175;Wolfsburg;2;3;16;9;7;2;0.43;0.57;366;0.81;15;16;1;3;1;0;4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0633333333333333;0.1333333333333333;296;0.0506756756756756;688.3720930232558;0.25;9.30232558139535;7;-0.1399999999999999;0;-1;-1;0.0437158469945355;0.125;0.215;2.0;0;2;2;1;0;0;0;1;0.125;0.2857142857142857;0.0054644808743169;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-13;Friburgo;9;17;2;170;169;FC Union Berlin;1;3;11;10;6;4;0.64;0.36;540;0.8;13;18;1;3;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.036;0.0769230769230769;432;0.0300925925925925;675.0;0.6363636363636364;10.9375;1;0.28;6;-2;-5;0.0203703703703703;0.1818181818181818;0.32;3.5;0;2;2;0;0;1;1;0;0.1818181818181818;0.3333333333333333;0.0037037037037037;5.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-05-06;Friburgo;9;13;13;170;31;RB Leipzig;1;4;3;13;1;5;0.41;0.59;351;0.68;9;11;1;4;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0453846153846153;0.1111111111111111;239;0.0376569037656903;582.9268292682927;1.0;7.317073170731708;-10;-0.18;0;-3;-2;0.0085470085470085;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
2023-05-02;Friburgo;23;4;3;170;31;RB Leipzig;2;4;10;12;2;6;0.53;0.47;448;0.79;16;16;2;3;0;1;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.0391666666666666;0.125;354;0.0451977401129943;667.9245283018868;0.3;5.660377358490566;-2;0.06;0;-2;0;0.0223214285714285;0.1;0.53;3.0;0;1;1;0;0;1;0;1;0.1;0.5;0.0022321428571428;10.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-04-23;Friburgo;9;13;3;170;194;Schalke 04;1;2;26;9;12;3;0.44;0.56;315;0.77;9;10;1;2;0;0;6;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.0622222222222222;0.1111111111111111;243;0.037037037037037;552.2727272727273;0.2307692307692307;13.636363636363637;17;-0.12;1;-1;-1;0.0825396825396825;0.1538461538461538;0.11;1.5;2;2;4;1;0;0;0;1;0.1538461538461538;0.3333333333333333;0.0126984126984126;6.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-04-16;Friburgo;9;13;2;170;171;Werder Bremen;3;2;7;13;3;5;0.51;0.49;502;0.77;11;14;3;2;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.0376923076923076;0.2727272727272727;387;0.0284237726098191;758.8235294117646;0.2857142857142857;3.92156862745098;-6;0.02;-3;1;-3;0.0139442231075697;0.2857142857142857;0.255;1.0;0;2;2;1;0;0;1;0;0.2857142857142857;0.6666666666666666;0.0039840637450199;3.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-04-01;Friburgo;9;17;2;170;184;Hertha Berlin;1;1;16;10;8;3;0.59;0.41;522;0.82;7;11;1;1;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0409999999999999;0.1428571428571428;428;0.0163551401869158;725.4237288135594;0.125;3.389830508474577;6;0.18;0;0;-4;0.0306513409961685;0.0625;0.59;2.0;0;1;1;0;1;0;0;1;0.0625;0.125;0.0019157088122605;16.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
2023-03-19;Friburgo;9;6;17;170;174;Mainz 05;3;2;11;10;5;5;0.54;0.46;445;0.68;10;18;3;2;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.046;0.3;303;0.033003300330033;561.1111111111111;0.4545454545454545;9.25925925925926;1;0.08;2;1;-8;0.0247191011235955;0.0909090909090909;0.54;5.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.2;0.0022471910112359;11.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-03-12;Friburgo;9;1;2;170;97;Hoffenheim;2;4;9;12;3;1;0.6;0.4;486;0.78;11;25;2;3;0;1;2;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0333333333333333;0.1818181818181818;379;0.0290237467018469;631.6666666666667;0.2222222222222222;3.333333333333333;-3;0.1999999999999999;0;-2;-14;0.0185185185185185;0.2222222222222222;0.3;1.0;1;1;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.0041152263374485;4.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-03-09;Friburgo;5;6;23;170;14;Juventus;2;2;1;20;0;6;0.54;0.46;479;0.82;13;10;2;2;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.023;0.1538461538461538;393;0.0330788804071246;727.7777777777777;2.0;3.7037037037037033;-19;0.08;-1;0;3;0.0020876826722338;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-03-04;Friburgo;9;2;3;170;172;Mönchengladbach;2;4;8;9;3;4;0.47;0.53;434;0.78;15;11;2;3;0;1;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.0588888888888888;0.1333333333333333;339;0.0442477876106194;721.2765957446809;0.625;10.638297872340424;-1;-0.06;-1;-2;4;0.0184331797235023;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-02-18;Friburgo;9;3;3;170;178;Bochum;2;5;19;16;5;5;0.54;0.46;404;0.69;10;15;2;4;0;1;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.02875;0.2;279;0.03584229390681;516.6666666666666;0.2631578947368421;9.25925925925926;3;0.08;0;-3;-5;0.047029702970297;0.1052631578947368;0.27;2.5;1;1;2;1;0;0;1;0;0.1052631578947368;0.4;0.0049504950495049;9.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-02-11;Friburgo;9;3;0;170;18;Stuttgart;3;3;9;15;5;3;0.53;0.47;486;0.81;13;10;3;3;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.0313333333333333;0.2307692307692307;394;0.032994923857868;743.3962264150942;0.4444444444444444;7.547169811320754;-6;0.06;1;0;3;0.0185185185185185;0.2222222222222222;0.265;2.0;0;2;2;1;0;0;0;1;0.2222222222222222;0.4;0.0041152263374485;4.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-02-07;Friburgo;23;3;3;170;613;SV Sandhausen;1;0;16;9;3;2;0.69;0.31;586;0.83;9;16;1;0;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0344444444444444;0.1111111111111111;486;0.0185185185185185;704.3478260869566;0.375;8.695652173913045;7;0.3799999999999999;3;1;-7;0.0273037542662116;0.125;0.345;3.0;0;2;2;1;0;0;1;0;0.125;0.6666666666666666;0.0034129692832764;8.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2023-02-04;Friburgo;9;4;7;170;11;Dortmund;3;3;6;26;3;10;0.23;0.77;217;0.7;14;13;2;3;1;0;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;14;0.0296153846153846;0.2142857142857142;152;0.0921052631578947;660.8695652173913;0.0;0.0;-20;-0.54;-14;0;1;0.0276497695852534;0.1666666666666666;0.23;0.0;1;0;1;0;0;1;1;0;0.1666666666666666;0.3333333333333333;0.0046082949308755;6.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
2023-01-28;Friburgo;9;17;1;170;173;Augsburgo;3;3;14;15;10;4;0.46;0.54;402;0.74;14;9;3;3;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7;0.036;0.2142857142857142;297;0.0471380471380471;645.6521739130435;0.2142857142857142;6.521739130434782;-1;-0.08;-4;0;5;0.0348258706467661;0.2142857142857142;0.1533333333333333;1.0;2;1;3;1;0;0;0;1;0.2142857142857142;0.3;0.0074626865671641;4.666666666666667;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-01-25;Friburgo;9;6;17;170;87;Frankfurt;3;3;13;4;5;2;0.44;0.56;405;0.72;15;16;3;3;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.14;0.2;292;0.0513698630136986;663.6363636363636;0.3076923076923077;9.090909090909092;9;-0.12;1;0;-1;0.0320987654320987;0.0769230769230769;0.44;4.0;0;1;1;0;1;0;0;1;0.0769230769230769;0.2;0.0024691358024691;13.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2023-01-21;Friburgo;9;3;0;170;175;Wolfsburg;2;1;9;12;1;10;0.45;0.55;424;0.79;12;11;2;1;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0.0458333333333333;0.1666666666666666;335;0.035820895522388;744.4444444444445;0.5555555555555556;11.11111111111111;-3;-0.1;5;1;1;0.0212264150943396;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
2022-11-13;Friburgo;9;6;2;170;169;FC Union Berlin;0;2;7;4;5;2;0.73;0.27;730;0.9;13;9;0;1;0;1;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.0675;0.0;657;0.0197869101978691;900.0;0.2857142857142857;2.73972602739726;3;0.4599999999999999;1;-2;4;0.0095890410958904;0.5714285714285714;0.1825;0.5;4;0;4;1;0;0;0;1;0.5714285714285714;0.8;0.0054794520547945;1.75;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-11-09;Friburgo;9;2;1;170;31;RB Leipzig;4;2;3;16;2;8;0.42;0.58;383;0.75;22;9;4;2;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.03625;0.1818181818181818;287;0.0766550522648083;683.3333333333334;0.6666666666666666;4.761904761904762;-13;-0.1599999999999999;-4;2;13;0.0078328981723237;0.3333333333333333;0.42;2.0;0;1;1;0;0;1;1;0;0.3333333333333333;0.5;0.0026109660574412;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
2022-11-06;Friburgo;9;3;3;170;190;Colonia;0;1;12;6;5;2;0.55;0.45;491;0.78;9;10;0;1;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.075;0.0;383;0.0234986945169712;696.3636363636363;0.4166666666666667;9.09090909090909;6;0.1;2;-1;-1;0.0244399185336048;0.1666666666666666;0.275;2.5;0;2;2;1;0;0;0;1;0.1666666666666666;0.4;0.0040733197556008;6.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
2022-10-30;Friburgo;9;3;3;170;194;Schalke 04;2;3;18;12;9;3;0.56;0.44;408;0.74;7;20;2;3;0;0;8;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0366666666666666;0.2857142857142857;302;0.0231788079470198;539.2857142857142;0.4444444444444444;14.285714285714285;6;0.12;4;-1;-13;0.0441176470588235;0.1111111111111111;0.28;4.0;1;1;2;1;0;0;1;0;0.1111111111111111;0.2222222222222222;0.0049019607843137;9.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
