Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marco Carnesecchi-Atalanta;Odilon Kossounou-Atalanta;Berat Djimsiti-Atalanta;Marten de Roon-Atalanta;Raoul Bellanova-Atalanta;Mario Pašalić-Atalanta;Éderson dos Santos-Atalanta;Davide Zappacosta-Atalanta;Charles De Ketelaere-Atalanta;Ademola Lookman-Atalanta;Mateo Retegui-Atalanta;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Isak Hien-Atalanta;Juan Guillermo Cuadrado-Atalanta;Sead Kolašinac-Atalanta;Stefan Posch-Atalanta;Rafael Tolói-Atalanta;Ibrahim Sulemana-Atalanta;Matteo Ruggeri-Atalanta;Lazar Samardžić-Atalanta;Marco Brescianini-Atalanta;Rui Patrício-Atalanta;Giorgio Scalvini-Atalanta;Marco Palestra-Atalanta;Nicolò Zaniolo-Atalanta;Juan Musso-Atalanta;Emil Holm-Atalanta;Teun Koopmeiners-Atalanta;Gianluca Scamacca-Atalanta;Giovanni Bonfanti-Atalanta;Hans Hateboer-Atalanta;Aleksei Miranchuk-Atalanta;El Bilal Touré-Atalanta;Mitchel Bakker-Atalanta;Luis Muriel-Atalanta;Tommaso Del Lungo-Atalanta;Michel Adopo-Atalanta;Nadir Zortea-Atalanta;Duván Zapata-Atalanta;Marco Sportiello-Atalanta;Joakim Mæhle-Atalanta;Rasmus Højlund-Atalanta;Brandon Soppy-Atalanta;José Luis Palomino-Atalanta
2023-11-30;Atalanta;5;17;6;17;8;Sporting Lisboa;4;3;6;10;3;2;0.43;0.57;492;0.8;17;7;4;3;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.0569999999999999;0.2352941176470588;394;0.0431472081218274;916.279069767442;0.3333333333333333;4.651162790697675;-4;-0.1399999999999999;0;1;10;0.0121951219512195;0.1666666666666666;0.43;2.0;1;0;1;0;1;0;0;1;0.1666666666666666;0.3333333333333333;0.0020325203252032;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Atalanta;4;29;0;17;69;Napoli;2;2;16;11;5;4;0.43;0.57;388;0.78;15;9;2;2;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.0518181818181818;0.1333333333333333;303;0.0495049504950495;704.6511627906976;0.3125;11.627906976744184;5;-0.1399999999999999;1;0;6;0.0412371134020618;0.0625;0.43;5.0;0;1;1;0;0;1;0;1;0.0625;0.2;0.0025773195876288;16.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-12;Atalanta;4;29;23;17;72;Udinese;3;2;8;13;2;4;0.66;0.34;554;0.85;13;14;3;2;0;0;7;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7;0.0261538461538461;0.2307692307692307;471;0.0276008492569002;713.6363636363636;0.875;10.606060606060606;-5;0.32;0;1;-1;0.0144404332129963;0.125;0.66;7.0;0;1;1;0;1;0;1;0;0.125;0.5;0.0018050541516245;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-09;Atalanta;5;17;1;17;32;Sturm;0;2;15;4;3;0;0.64;0.36;570;0.79;11;20;0;2;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1;0.09;0.0;450;0.0244444444444444;703.125;0.5333333333333333;12.5;11;0.28;7;-2;-9;0.0263157894736842;0.0666666666666666;0.64;8.0;0;1;1;1;0;0;0;1;0.0666666666666666;0.3333333333333333;0.0017543859649122;15.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Atalanta;4;29;2;17;7;Inter;3;1;14;10;4;4;0.55;0.45;517;0.83;13;9;2;1;1;0;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1;0.045;0.2307692307692307;429;0.0303030303030303;779.9999999999999;0.4285714285714285;10.909090909090908;4;0.1;5;2;4;0.0270793036750483;0.0714285714285714;0.55;6.0;0;1;1;0;0;1;0;1;0.0714285714285714;0.25;0.0019342359767891;14.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-30;Atalanta;4;29;0;17;75;Empoli;0;4;18;9;6;2;0.57;0.43;542;0.82;13;10;0;4;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.0477777777777777;0.0;444;0.0292792792792792;778.9473684210527;0.3333333333333333;10.526315789473683;9;0.1399999999999999;3;-4;3;0.033210332103321;0.1666666666666666;0.1899999999999999;2.0;2;1;3;1;0;0;1;0;0.1666666666666666;0.5;0.0055350553505535;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-26;Atalanta;5;29;22;17;32;Sturm;2;2;15;11;8;5;0.68;0.32;594;0.83;12;12;2;1;0;1;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4;0.029090909090909;0.1666666666666666;493;0.024340770791075;725.0;0.4;8.823529411764705;4;0.36;2;0;0;0.0252525252525252;0.1333333333333333;0.34;3.0;2;0;2;0;1;0;1;0;0.1333333333333333;0.25;0.0033670033670033;7.5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Atalanta;4;6;2;17;83;Genoa;4;2;13;15;8;4;0.57;0.43;552;0.83;17;9;4;2;0;0;8;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0286666666666666;0.2352941176470588;458;0.037117903930131;803.5087719298247;0.6153846153846154;14.035087719298248;-2;0.1399999999999999;4;2;8;0.0235507246376811;0.1538461538461538;0.285;4.0;0;2;2;1;0;0;0;1;0.1538461538461538;0.25;0.0036231884057971;6.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;Atalanta;4;29;0;17;71;Lazio;1;1;12;12;4;4;0.54;0.46;535;0.86;10;7;1;1;0;0;6;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.0383333333333333;0.1;460;0.0217391304347826;851.8518518518518;0.5;11.11111111111111;0;0.08;2;0;3;0.022429906542056;0.1666666666666666;0.27;3.0;1;1;2;0;0;1;1;0;0.1666666666666666;0.5;0.0037383177570093;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-05;Atalanta;5;29;6;17;8;Sporting Lisboa;4;2;13;15;5;3;0.52;0.48;503;0.82;16;10;4;2;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;7;0.032;0.25;412;0.0388349514563106;792.3076923076923;0.5384615384615384;13.461538461538462;-2;0.04;0;2;6;0.025844930417495;0.1538461538461538;0.26;3.5;2;0;2;1;0;0;1;0;0.1538461538461538;0.4;0.003976143141153;6.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-01;Atalanta;4;17;30;17;14;Juventus;1;2;15;5;2;3;0.52;0.48;544;0.86;13;7;1;2;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.096;0.0769230769230769;468;0.0277777777777777;900.0;0.3333333333333333;9.615384615384617;10;0.04;3;-1;6;0.0275735294117647;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;Atalanta;4;17;17;17;77;Hellas Verona;3;2;8;11;2;2;0.48;0.52;397;0.66;25;10;3;2;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.0472727272727272;0.12;262;0.0954198473282442;545.8333333333334;0.125;2.083333333333333;-3;-0.04;-3;1;15;0.0201511335012594;0.125;0.48;1.0;1;0;1;1;0;0;1;0;0.125;0.5;0.0025188916876574;8.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Atalanta;4;6;2;17;79;Cagliari;1;2;10;10;6;0;0.57;0.43;534;0.8;6;11;1;2;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;7;0.043;0.1666666666666666;427;0.0140515222482435;749.1228070175439;0.7;12.280701754385966;0;0.1399999999999999;0;-1;-5;0.0187265917602996;0.2;0.285;3.5;1;1;2;1;0;0;0;1;0.2;0.3333333333333333;0.0037453183520599;5.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-21;Atalanta;5;17;6;17;-1;Raków Częstochowa;1;0;29;3;10;1;0.6;0.4;591;0.84;14;7;1;0;0;0;11;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0;0.1333333333333333;0.0714285714285714;496;0.0282258064516129;826.6666666666667;0.3793103448275862;18.333333333333336;26;0.1999999999999999;11;1;7;0.0490693739424703;0.0689655172413793;0.3;5.5;0;2;2;1;0;0;0;1;0.0689655172413793;0.2;0.0033840947546531;14.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;Atalanta;4;29;3;17;70;Fiorentina;2;1;11;15;4;8;0.42;0.58;383;0.74;14;8;2;1;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3;0.0386666666666666;0.1428571428571428;283;0.0494699646643109;673.8095238095239;0.3636363636363636;9.523809523809524;-4;-0.1599999999999999;1;1;6;0.0287206266318537;0.1818181818181818;0.21;2.0;1;1;2;0;0;1;1;0;0.1818181818181818;0.5;0.0052219321148825;5.5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Atalanta;4;29;17;17;80;Monza;0;3;18;8;8;2;0.41;0.59;427;0.85;11;9;0;3;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.07375;0.0;363;0.0303030303030303;885.3658536585366;0.3888888888888889;17.073170731707318;10;-0.18;4;-3;2;0.0421545667447306;0.1666666666666666;0.1366666666666666;2.333333333333333;2;1;3;1;0;0;0;1;0.1666666666666666;0.375;0.0070257611241217;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Atalanta;4;29;3;17;611;Frosinone;2;1;18;13;6;5;0.64;0.36;622;0.83;10;10;2;1;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0276923076923076;0.2;516;0.0193798449612403;806.25;0.3888888888888889;10.9375;5;0.28;4;1;0;0.0289389067524115;0.0555555555555555;0.64;7.0;0;1;1;0;0;1;1;0;0.0555555555555555;0.1666666666666666;0.0016077170418006;18.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-20;Atalanta;4;2;3;17;593;Sassuolo;0;0;16;11;6;3;0.51;0.49;480;0.86;13;9;0;0;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.0445454545454545;0.0;413;0.0314769975786924;809.8039215686274;0.4375;13.72549019607843;5;0.02;0;0;4;0.0333333333333333;0.125;0.255;3.5;0;2;2;1;0;0;1;0;0.125;0.3333333333333333;0.0041666666666666;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;Atalanta;6;2;2;17;14;Juventus;1;1;12;15;3;3;0.46;0.54;454;0.87;11;8;1;1;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;9;0.036;0.0909090909090909;395;0.0278481012658227;858.695652173913;0.3333333333333333;8.695652173913043;-3;-0.08;-5;0;3;0.026431718061674;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-04;Atalanta;4;17;17;17;80;Monza;1;3;20;8;10;4;0.38;0.62;415;0.85;13;8;1;2;0;1;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1;0.0775;0.0769230769230769;353;0.036827195467422;928.9473684210526;0.25;13.157894736842104;12;-0.24;4;-2;5;0.0481927710843373;0.25;0.076;1.0;2;3;5;1;0;0;0;1;0.25;0.5;0.0120481927710843;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-27;Atalanta;4;17;2;17;7;Inter;1;0;12;20;3;11;0.48;0.52;459;0.85;18;8;1;0;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;9;0.026;0.0555555555555555;390;0.0461538461538461;812.5;0.5833333333333334;14.583333333333334;-8;-0.04;-2;1;10;0.0261437908496732;0.1666666666666666;0.24;3.5;1;1;2;0;0;1;1;0;0.1666666666666666;0.6666666666666666;0.0043572984749455;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-20;Atalanta;4;17;17;17;77;Hellas Verona;1;3;13;10;5;2;0.6;0.4;575;0.81;9;11;1;3;0;0;6;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3;0.04;0.1111111111111111;466;0.01931330472103;776.6666666666667;0.4615384615384615;10.0;3;0.1999999999999999;3;-2;-2;0.0226086956521739;0.2307692307692307;0.1999999999999999;2.0;1;2;3;1;0;0;0;1;0.2307692307692307;0.6;0.0052173913043478;4.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-13;Atalanta;4;17;17;17;607;Salernitana;2;2;13;10;3;4;0.48;0.52;437;0.82;18;9;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.052;0.1111111111111111;358;0.0502793296089385;745.8333333333334;0.2307692307692307;6.25;3;-0.04;-2;0;9;0.0297482837528604;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
2023-05-07;Atalanta;4;17;23;17;14;Juventus;1;2;24;10;1;5;0.6;0.4;581;0.87;13;16;1;2;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.04;0.0769230769230769;505;0.0257425742574257;841.6666666666667;0.2916666666666667;11.666666666666668;14;0.1999999999999999;4;-1;-3;0.0413080895008605;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
2023-05-03;Atalanta;4;29;0;17;594;Spezia;0;3;14;9;6;4;0.56;0.44;506;0.82;8;10;0;3;0;0;12;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3;0.0488888888888888;0.0;415;0.0192771084337349;741.0714285714286;0.8571428571428571;21.428571428571427;5;0.12;9;-3;-2;0.0276679841897233;0.2142857142857142;0.1866666666666666;4.0;1;2;3;1;0;0;0;1;0.2142857142857142;0.5;0.0059288537549407;4.666666666666667;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
2023-04-29;Atalanta;4;17;17;17;73;Torino;1;1;9;4;5;4;0.38;0.62;382;0.79;10;6;1;1;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.155;0.1;302;0.0331125827814569;794.7368421052631;0.3333333333333333;7.894736842105263;5;-0.24;0;0;4;0.0235602094240837;0.2222222222222222;0.19;1.5;1;1;2;1;0;0;1;0;0.2222222222222222;0.4;0.0052356020942408;4.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-04-24;Atalanta;4;23;17;17;74;Roma;3;1;7;14;4;1;0.36;0.64;352;0.71;15;11;3;1;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.0457142857142857;0.2;250;0.06;694.4444444444445;0.4285714285714285;8.333333333333334;-7;-0.28;-1;2;4;0.0198863636363636;0.4285714285714285;0.12;1.0;1;2;3;1;0;0;0;1;0.4285714285714285;0.75;0.0085227272727272;2.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
2023-04-17;Atalanta;4;29;7;17;70;Fiorentina;3;1;6;18;1;7;0.37;0.63;299;0.66;20;8;3;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.035;0.15;197;0.1015228426395939;532.4324324324324;0.1666666666666666;2.702702702702702;-12;-0.26;-4;2;12;0.020066889632107;0.1666666666666666;0.37;1.0;1;0;1;0;1;0;1;0;0.1666666666666666;1.0;0.0033444816053511;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0
2023-04-08;Atalanta;4;29;7;17;29;Bolonia;3;2;15;13;6;6;0.48;0.52;494;0.8;6;5;3;2;0;0;6;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0;0.04;0.5;395;0.0151898734177215;822.9166666666667;0.4;12.5;2;-0.04;6;1;1;0.0303643724696356;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
