Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kevin Trapp-Frankfurt;Lucas Silva Melo-Frankfurt;Robin Koch-Frankfurt;Arthur Theate-Frankfurt;Rasmus Nissen Kristensen-Frankfurt;Ellyes Skhiri-Frankfurt;Hugo Larsson-Frankfurt;Nathaniel Brown-Frankfurt;Ansgar Knauff-Frankfurt;Jean-Mattéo Bahoya-Frankfurt;Hugo Ekitike-Frankfurt;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Nnamdi Collins-Frankfurt;Farès Chaïbi-Frankfurt;Michy Batshuayi-Frankfurt;Kauã Santos-Frankfurt;Mario Götze-Frankfurt;Oscar Højlund-Frankfurt;Can Uzun-Frankfurt;Elye Wahi-Frankfurt;Omar Marmoush-Frankfurt;Mahmoud Dahoud-Frankfurt;Niels Nkounkou-Frankfurt;Igor Matanović-Frankfurt;Éric Junior Dina-Ebimbe-Frankfurt;Aurèle Amenda-Frankfurt;Aurélio Buta-Frankfurt;Willian Pacho-Frankfurt;Philipp Max-Frankfurt;Makoto Hasebe-Frankfurt;Donny van de Beek-Frankfurt;Saša Kalajdžić-Frankfurt;Jens Grahl-Frankfurt;Hrvoje Smolčić-Frankfurt;Elias Baum-Frankfurt;Jens Petter Hauge-Frankfurt;Jessic Ngankam-Frankfurt;Paxten Aaronson-Frankfurt;Sebastian Rode-Frankfurt;Kristijan Jakić-Frankfurt;Randal Kolo Muani-Frankfurt;Jesper Lindstrøm-Frankfurt;Evan N’Dicka-Frankfurt;Djibril Sow-Frankfurt;Daichi Kamada-Frankfurt;Christopher Lenz-Frankfurt;Almamy Touré-Frankfurt;Rafael Santos Borré-Frankfurt
2024-04-19;Frankfurt;9;1;22;87;173;Augsburgo;3;3;12;6;7;1;0.63;0.37;586;0.81;2;19;3;3;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.0616666666666666;1.5;475;0.0042105263157894;753.968253968254;0.5;9.523809523809524;6;0.26;1;0;-17;0.0204778156996587;0.25;0.21;2.0;0;3;3;1;0;0;0;1;0.25;0.4285714285714285;0.0051194539249146;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Frankfurt;9;13;3;87;18;Stuttgart;3;1;10;9;3;6;0.44;0.56;491;0.83;15;4;3;1;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.0622222222222222;0.2;408;0.0367647058823529;927.2727272727273;0.5;11.363636363636363;1;-0.12;1;2;11;0.020366598778004;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-05;Frankfurt;9;1;2;87;171;Werder Bremen;4;3;24;11;5;7;0.67;0.33;551;0.84;10;14;3;2;1;1;9;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0.03;0.4;463;0.0215982721382289;691.044776119403;0.375;13.43283582089552;13;0.34;9;1;-4;0.043557168784029;0.0416666666666666;0.67;9.0;0;1;1;0;1;0;0;1;0.0416666666666666;0.2;0.0018148820326678;24.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Frankfurt;9;17;17;87;169;FC Union Berlin;3;1;16;11;4;2;0.65;0.35;603;0.83;8;14;3;1;0;0;6;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.0318181818181818;0.375;500;0.016;769.2307692307692;0.375;9.23076923076923;5;0.3;4;2;-6;0.0265339966832504;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Frankfurt;9;17;0;87;11;Dortmund;2;1;9;16;6;6;0.33;0.67;346;0.76;9;5;2;1;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;8;0.041875;0.2222222222222222;263;0.0342205323193916;796.9696969696969;0.3333333333333333;9.09090909090909;-7;-0.34;-5;1;4;0.0260115606936416;0.1111111111111111;0.33;3.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.1666666666666666;0.0028901734104046;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Frankfurt;9;17;29;87;97;Hoffenheim;2;3;17;6;7;2;0.65;0.35;624;0.86;11;10;2;1;0;2;5;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0.0583333333333333;0.1818181818181818;537;0.0204841713221601;826.1538461538461;0.2941176470588235;7.692307692307692;11;0.3;4;-1;1;0.0272435897435897;0.1764705882352941;0.2166666666666666;1.6666666666666667;1;2;3;1;0;0;0;1;0.1764705882352941;0.4285714285714285;0.0048076923076923;5.666666666666667;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Frankfurt;9;1;3;87;142;Heidenheim;4;1;10;15;5;3;0.42;0.58;343;0.68;10;7;4;1;0;0;3;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0386666666666666;0.4;233;0.0429184549356223;554.7619047619048;0.3;7.142857142857143;-5;-0.1599999999999999;-4;3;3;0.0291545189504373;0.2;0.21;1.5;1;1;2;1;0;0;1;0;0.2;0.4;0.0058309037900874;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Frankfurt;9;1;3;87;175;Wolfsburg;2;1;12;14;5;8;0.57;0.43;525;0.77;9;7;2;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.0307142857142857;0.2222222222222222;404;0.0222772277227722;708.7719298245614;0.4166666666666667;8.771929824561404;-2;0.1399999999999999;2;1;2;0.0228571428571428;0.1666666666666666;0.285;2.5;1;1;2;0;1;0;0;1;0.1666666666666666;0.4;0.0038095238095238;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-22;Frankfurt;21;17;2;87;106;Union Saint-Gilloise;4;2;10;10;3;4;0.53;0.47;434;0.79;13;10;4;2;0;0;7;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.047;0.3076923076923077;343;0.0379008746355685;647.1698113207547;0.7;13.20754716981132;0;0.06;3;2;3;0.0230414746543778;0.1;0.53;7.0;0;1;1;0;0;1;0;1;0.1;0.3333333333333333;0.0023041474654377;10.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Frankfurt;9;17;17;87;170;Friburgo;0;0;10;13;6;8;0.46;0.54;477;0.81;10;8;0;0;0;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.0415384615384615;0.0;386;0.0259067357512953;839.1304347826086;0.1;2.1739130434782608;-3;-0.08;-5;0;2;0.020964360587002;0.3;0.1533333333333333;0.3333333333333333;2;1;3;0;1;0;1;0;0.3;0.5;0.0062893081761006;3.333333333333333;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-15;Frankfurt;21;6;29;87;106;Union Saint-Gilloise;3;3;12;14;7;6;0.51;0.49;387;0.72;13;14;3;2;0;1;5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0349999999999999;0.2307692307692307;279;0.046594982078853;547.0588235294117;0.4166666666666667;9.803921568627452;-2;0.02;0;0;-1;0.0310077519379844;0.1666666666666666;0.255;2.5;2;0;2;0;1;0;1;0;0.1666666666666666;0.2857142857142857;0.0051679586563307;6.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Frankfurt;9;3;22;87;178;Bochum;2;2;9;14;2;5;0.54;0.46;438;0.69;6;12;2;2;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.0328571428571428;0.3333333333333333;302;0.0198675496688741;559.2592592592592;0.8888888888888888;14.814814814814811;-5;0.08;5;0;-6;0.0205479452054794;0.1111111111111111;0.54;8.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.5;0.002283105022831;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Frankfurt;9;17;3;87;190;Colonia;2;1;11;15;4;4;0.6;0.4;517;0.84;13;8;0;1;2;0;7;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0266666666666666;0.1538461538461538;434;0.0299539170506912;723.3333333333334;0.6363636363636364;11.666666666666668;-4;0.1999999999999999;0;1;5;0.0212765957446808;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-26;Frankfurt;9;17;2;87;174;Mainz 05;2;1;11;7;3;0;0.56;0.44;591;0.81;10;12;2;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;0.0628571428571428;0.2;479;0.0208768267223382;855.3571428571428;0.1818181818181818;3.571428571428571;4;0.12;1;1;-2;0.0186125211505922;0.0909090909090909;0.56;2.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.3333333333333333;0.0016920473773265;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Frankfurt;9;6;1;87;31;RB Leipzig;2;0;5;31;1;8;0.37;0.63;381;0.77;16;9;2;0;0;0;4;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;15;0.0203225806451612;0.125;293;0.0546075085324232;791.8918918918919;0.8;10.81081081081081;-26;-0.26;-11;2;7;0.0131233595800524;0.2;0.37;4.0;1;0;1;1;0;0;1;0;0.2;1.0;0.0026246719160104;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Frankfurt;9;1;17;87;172;Mönchengladbach;1;5;14;7;6;2;0.63;0.37;618;0.83;11;14;1;4;0;1;8;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0528571428571428;0.0909090909090909;513;0.0214424951267056;814.2857142857143;0.5714285714285714;12.698412698412698;7;0.26;6;-4;-3;0.0226537216828478;0.1428571428571428;0.315;4.0;0;2;2;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0032362459546925;7.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;Frankfurt;9;6;17;87;6;Leverkusen;1;1;4;14;2;5;0.39;0.61;470;0.82;13;4;1;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.0435714285714285;0.0769230769230769;385;0.0337662337662337;987.1794871794872;1.25;12.82051282051282;-10;-0.2199999999999999;0;0;9;0.0085106382978723;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-14;Frankfurt;21;7;9;87;-1;Aberdeen;1;0;16;4;6;2;0.78;0.22;751;0.84;6;6;1;0;0;0;8;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.055;0.1666666666666666;631;0.0095087163232963;808.9743589743589;0.5;10.256410256410255;12;0.56;6;1;0;0.0213049267643142;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Frankfurt;9;1;3;87;23;Bayern;1;2;14;20;6;4;0.35;0.65;370;0.77;8;7;1;2;0;0;1;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;9;0.0325;0.125;285;0.0280701754385964;814.2857142857143;0.0714285714285714;2.857142857142857;-6;-0.3;-8;-1;1;0.0378378378378378;0.3571428571428571;0.0699999999999999;0.2;3;2;5;1;0;0;0;1;0.3571428571428571;0.8333333333333334;0.0135135135135135;2.8;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-06;Frankfurt;23;17;9;87;616;Saarbrücken;3;1;8;8;2;3;0.61;0.39;463;0.76;18;18;2;1;1;0;2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.04875;0.1666666666666666;352;0.0511363636363636;577.0491803278688;0.25;3.278688524590164;0;0.2199999999999999;-1;2;0;0.0172786177105831;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Frankfurt;9;9;3;87;173;Augsburgo;1;1;14;8;6;4;0.66;0.34;652;0.83;11;9;1;1;0;0;4;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.0425;0.0909090909090909;541;0.0203327171903881;819.6969696969696;0.2857142857142857;6.0606060606060606;6;0.32;2;0;2;0.0214723926380368;0.0714285714285714;0.66;4.0;0;1;1;0;0;1;1;0;0.0714285714285714;0.1666666666666666;0.0015337423312883;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-30;Frankfurt;21;6;3;87;107;PAOK;3;1;21;9;7;5;0.64;0.36;562;0.83;14;8;2;1;1;0;8;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.04;0.2142857142857142;466;0.0300429184549356;728.125;0.3809523809523809;12.5;12;0.28;5;2;6;0.0373665480427046;0.0476190476190476;0.64;8.0;0;1;1;0;0;1;0;1;0.0476190476190476;0.1428571428571428;0.0017793594306049;21.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Frankfurt;9;8;1;87;18;Stuttgart;0;1;14;11;1;5;0.58;0.42;600;0.83;14;8;0;1;0;0;4;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0381818181818181;0.0;498;0.0281124497991967;858.6206896551724;0.2857142857142857;6.896551724137932;3;0.1599999999999999;2;-1;6;0.0233333333333333;0.0714285714285714;0.58;4.0;1;0;1;0;0;1;0;1;0.0714285714285714;1.0;0.0016666666666666;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-12;Frankfurt;9;17;2;87;171;Werder Bremen;3;1;14;13;4;5;0.52;0.48;549;0.85;10;3;3;1;0;0;7;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.0369230769230769;0.3;467;0.0214132762312633;898.0769230769231;0.5;13.461538461538462;1;0.04;4;2;7;0.0255009107468123;0.1428571428571428;0.26;3.5;0;2;2;0;1;0;1;0;0.1428571428571428;0.5;0.0036429872495446;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-09;Frankfurt;21;3;5;87;156;HJK;1;0;16;9;7;3;0.57;0.43;581;0.85;13;6;1;0;0;0;6;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;9;0.0477777777777777;0.0769230769230769;494;0.0263157894736842;866.6666666666667;0.375;10.526315789473683;7;0.1399999999999999;-3;1;7;0.027538726333907;0.0625;0.57;6.0;1;0;1;1;0;0;1;0;0.0625;0.1428571428571428;0.0017211703958691;16.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Frankfurt;9;17;9;87;169;FC Union Berlin;1;0;4;11;3;3;0.51;0.49;512;0.81;8;13;1;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;9;0.0445454545454545;0.125;415;0.0192771084337349;813.7254901960785;0.25;1.96078431372549;-7;0.02;-8;1;-5;0.0078125;0.75;0.17;0.3333333333333333;2;1;3;1;0;0;1;0;0.75;1.0;0.005859375;1.3333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-01;Frankfurt;23;17;17;87;618;Viktoria Köln;2;1;12;13;7;3;0.56;0.44;627;0.87;10;8;2;1;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4;0.0338461538461538;0.2;545;0.018348623853211;973.2142857142856;0.5833333333333334;12.499999999999998;-1;0.12;3;1;2;0.0191387559808612;0.1666666666666666;0.28;3.5;1;1;2;1;0;0;1;0;0.1666666666666666;0.2857142857142857;0.0031897926634768;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Frankfurt;9;17;3;87;11;Dortmund;3;2;12;14;7;4;0.39;0.61;376;0.75;11;10;3;2;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0435714285714285;0.2727272727272727;282;0.0390070921985815;723.0769230769231;0.0;0.0;-2;-0.2199999999999999;-4;1;1;0.0319148936170212;0.25;0.13;0.0;2;1;3;0;1;0;0;1;0.25;0.4285714285714285;0.0079787234042553;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-26;Frankfurt;21;6;17;87;156;HJK;1;3;24;9;11;6;0.59;0.41;557;0.87;8;7;1;3;0;0;9;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.0455555555555555;0.125;485;0.0164948453608247;822.0338983050848;0.375;15.254237288135592;15;0.18;4;-2;1;0.0430879712746858;0.25;0.0983333333333333;1.5;4;2;6;1;0;0;0;1;0.25;0.5454545454545454;0.0107719928186714;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;Frankfurt;9;17;2;87;97;Hoffenheim;0;3;15;14;5;4;0.45;0.55;479;0.79;7;7;0;3;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.0392857142857142;0.0;378;0.0185185185185185;840.0;0.2;6.666666666666666;1;-0.1;-3;-3;0;0.0313152400835073;0.2;0.15;1.0;3;0;3;1;0;0;1;0;0.2;0.6;0.0062630480167014;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;Frankfurt;9;17;3;87;142;Heidenheim;2;3;13;7;6;2;0.49;0.51;495;0.79;14;10;2;3;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.0728571428571428;0.1428571428571428;391;0.0358056265984654;797.9591836734694;0.2307692307692307;6.122448979591836;6;-0.02;-3;-1;4;0.0262626262626262;0.1538461538461538;0.245;1.5;1;1;2;1;0;0;0;1;0.1538461538461538;0.3333333333333333;0.004040404040404;6.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-05;Frankfurt;21;22;3;87;107;PAOK;2;2;18;4;7;2;0.56;0.44;466;0.81;16;4;1;1;1;1;6;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.11;0.125;377;0.0424403183023872;673.2142857142857;0.3333333333333333;10.714285714285714;14;0.12;1;0;12;0.03862660944206;0.0555555555555555;0.56;6.0;0;1;1;0;0;1;1;0;0.0555555555555555;0.1428571428571428;0.0021459227467811;18.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
