Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kepa Arrizabalaga-Bournemouth;Julián Araujo-Bournemouth;Illya Zabarnyi-Bournemouth;Dean Huijsen-Bournemouth;Milos Kerkez-Bournemouth;Tyler Adams-Bournemouth;Lewis Cook-Bournemouth;Marcus Tavernier-Bournemouth;Justin Kluivert-Bournemouth;Dango Ouattara-Bournemouth;Francisco Evanilson de Lima Barbosa-Bournemouth;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Adam Smith-Bournemouth;Alex Scott-Bournemouth;Antoine Semenyo-Bournemouth;Marcos Senesi-Bournemouth;Ryan Christie-Bournemouth;Julio Soler-Bournemouth;David Brooks-Bournemouth;James Hill-Bournemouth;Ben Winterburn-Bournemouth;Daniel Jebbison-Bournemouth;Mark Travers-Bournemouth;Max Aarons-Bournemouth;Philip Billing-Bournemouth;Enes Ünal-Bournemouth;Norberto Murara-Bournemouth;Luis Sinisterra-Bournemouth;Romain Faivre-Bournemouth;Jaidon Anthony-Bournemouth;Dominic Solanke-Bournemouth;Lloyd Kelly-Bournemouth;Chris Mepham-Bournemouth;Kieffer Moore-Bournemouth;Andrei Radu-Bournemouth;Joe Rothwell-Bournemouth;Hamed Traorè-Bournemouth;Jefferson Lerma-Bournemouth;Matías Viña-Bournemouth;Jack Stephens-Bournemouth;Jordan Zemura-Bournemouth;Jack Stacey-Bournemouth;Ben Pearson-Bournemouth;Junior Stanislas-Bournemouth;Jamal Lowe-Bournemouth;Ryan Fredericks-Bournemouth
2024-03-09;Bournemouth;3;3;2;59;818;Sheffield United;3;5;32;13;12;9;0.7;0.3;614;0.83;12;11;3;5;0;0;10;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.023076923076923;0.25;510;0.0235294117647058;728.5714285714287;0.3125;14.285714285714286;19;0.3999999999999999;7;-2;1;0.0521172638436482;0.0625;0.35;5.0;0;2;2;0;1;0;0;1;0.0625;0.1666666666666666;0.003257328990228;16.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Bournemouth;3;3;1;59;819;Burnley;4;2;10;20;3;6;0.25;0.75;206;0.56;13;8;4;2;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.0375;0.3076923076923077;115;0.1130434782608695;460.0;0.2;8.0;-10;-0.5;-5;2;5;0.0485436893203883;0.2;0.125;1.0;1;1;2;1;0;0;1;0;0.2;0.6666666666666666;0.0097087378640776;5.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-27;Bournemouth;15;3;0;59;63;Leicester City;4;5;27;22;4;6;0.48;0.52;529;0.77;15;16;4;5;0;0;13;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0236363636363636;0.2666666666666666;407;0.0368550368550368;847.9166666666667;0.4814814814814814;27.083333333333336;5;-0.04;8;-1;-1;0.051039697542533;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Bournemouth;3;3;31;59;3;Manchester City;2;2;13;15;4;6;0.37;0.63;351;0.77;14;6;2;2;0;0;3;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;8;0.042;0.1428571428571428;270;0.0518518518518518;729.7297297297297;0.2307692307692307;8.108108108108109;-2;-0.26;-5;0;8;0.037037037037037;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Bournemouth;3;3;0;59;60;Newcastle;3;1;12;17;7;5;0.37;0.63;275;0.64;23;9;3;1;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.0370588235294117;0.1304347826086956;176;0.1306818181818181;475.6756756756757;0.1666666666666666;5.405405405405405;-5;-0.26;-2;2;14;0.0436363636363636;0.1666666666666666;0.185;1.0;0;2;2;0;1;0;1;0;0.1666666666666666;0.2857142857142857;0.0072727272727272;6.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Bournemouth;3;3;3;59;58;Fulham;2;1;25;7;4;6;0.51;0.49;448;0.78;11;11;2;1;0;0;13;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0699999999999999;0.1818181818181818;349;0.0315186246418338;684.313725490196;0.52;25.49019607843137;18;0.02;12;1;0;0.0558035714285714;0.04;0.51;13.0;0;1;1;0;0;1;1;0;0.04;0.25;0.0022321428571428;25.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Bournemouth;3;3;3;59;55;Nottingham Forest;4;2;9;8;2;6;0.44;0.56;330;0.69;19;12;3;2;1;0;11;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.07;0.2105263157894736;228;0.0833333333333333;518.1818181818181;1.2222222222222223;25.0;1;-0.12;5;2;7;0.0272727272727272;0.1111111111111111;0.44;11.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.5;0.003030303030303;9.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-01;Bournemouth;3;3;20;59;61;West Ham;3;1;9;9;4;3;0.52;0.48;482;0.76;11;13;3;1;0;0;5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0533333333333333;0.2727272727272727;366;0.0300546448087431;703.8461538461538;0.5555555555555556;9.615384615384617;0;0.04;4;2;-2;0.0186721991701244;0.1111111111111111;0.52;5.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.25;0.0020746887966804;9.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-25;Bournemouth;15;3;17;59;827;Swansea;2;4;19;8;5;2;0.54;0.46;401;0.79;11;14;2;4;0;0;12;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0575;0.1818181818181818;317;0.0347003154574132;587.037037037037;0.631578947368421;22.22222222222222;11;0.08;6;-2;-3;0.0473815461346633;0.2631578947368421;0.108;2.4;5;0;5;1;0;0;0;1;0.2631578947368421;1.0;0.0124688279301745;3.8;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Bournemouth;3;3;0;59;2;Liverpool;1;2;11;14;1;7;0.39;0.61;328;0.71;9;12;1;2;0;0;8;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;5;0.0435714285714285;0.1111111111111111;233;0.03862660944206;597.4358974358975;0.7272727272727273;20.51282051282051;-3;-0.2199999999999999;3;-1;-3;0.0335365853658536;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-06;Bournemouth;15;3;0;59;839;QPR;3;1;22;7;8;5;0.64;0.36;570;0.84;8;10;3;1;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0.0514285714285714;0.375;479;0.0167014613778705;748.4375;0.3181818181818182;10.9375;15;0.28;7;2;-2;0.0385964912280701;0.1363636363636363;0.2133333333333333;2.333333333333333;0;3;3;1;0;0;1;0;0.1363636363636363;0.375;0.0052631578947368;7.333333333333333;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-31;Bournemouth;3;3;0;59;56;Tottenham;2;3;24;12;4;6;0.49;0.51;407;0.84;18;9;2;3;0;0;13;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0425;0.1111111111111111;342;0.0526315789473684;697.9591836734694;0.5416666666666666;26.53061224489796;12;-0.02;9;-1;9;0.0589680589680589;0.0416666666666666;0.49;13.0;0;1;1;0;0;1;1;0;0.0416666666666666;0.25;0.0024570024570024;24.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-26;Bournemouth;3;3;3;59;58;Fulham;0;2;16;8;4;3;0.42;0.58;403;0.81;10;10;0;2;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.0725;0.0;326;0.0306748466257668;776.1904761904763;0.375;14.285714285714286;8;-0.1599999999999999;1;-2;0;0.0397022332506203;0.1875;0.1399999999999999;2.0;1;2;3;1;0;0;0;1;0.1875;0.75;0.0074441687344913;5.333333333333333;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-23;Bournemouth;3;3;3;59;55;Nottingham Forest;3;1;18;11;7;5;0.67;0.33;523;0.82;10;10;3;0;0;1;6;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;0.03;0.3;429;0.0233100233100233;640.2985074626865;0.3333333333333333;8.955223880597014;7;0.34;0;2;0;0.034416826003824;0.1666666666666666;0.2233333333333333;2.0;0;3;3;1;0;0;1;0;0.1666666666666666;0.4285714285714285;0.005736137667304;6.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Bournemouth;3;3;3;59;62;Manchester United;1;3;10;20;4;3;0.31;0.69;296;0.7;10;7;1;3;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;10;0.0344999999999999;0.1;207;0.0483091787439613;667.741935483871;0.4;12.903225806451614;-10;-0.3799999999999999;-6;-2;3;0.0337837837837837;0.3;0.1033333333333333;1.3333333333333333;1;2;3;1;0;0;1;0;0.3;0.75;0.0101351351351351;3.333333333333333;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-06;Bournemouth;3;3;3;59;65;Crystal Palace;3;1;11;16;4;3;0.4;0.6;354;0.72;17;10;3;1;0;0;9;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0375;0.1764705882352941;255;0.0666666666666666;637.5;0.8181818181818182;22.5;-5;-0.1999999999999999;6;2;7;0.0310734463276836;0.1818181818181818;0.2;4.5;1;1;2;1;0;0;1;0;0.1818181818181818;0.5;0.0056497175141242;5.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Bournemouth;3;3;1;59;1;Aston Villa;5;3;15;11;7;3;0.37;0.63;282;0.71;16;12;5;3;0;0;7;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.0572727272727272;0.3125;200;0.08;540.5405405405405;0.4666666666666667;18.91891891891892;4;-0.26;0;2;4;0.0531914893617021;0.1333333333333333;0.185;3.5;1;1;2;0;1;0;0;1;0.1333333333333333;0.2857142857142857;0.0070921985815602;7.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Bournemouth;3;3;17;59;818;Sheffield United;1;4;23;10;11;2;0.55;0.45;490;0.75;8;6;1;4;0;0;7;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.045;0.125;368;0.0217391304347826;669.090909090909;0.3043478260869565;12.727272727272728;13;0.1;3;-3;2;0.046938775510204;0.1304347826086956;0.1833333333333333;2.333333333333333;2;1;3;1;0;0;1;0;0.1304347826086956;0.2727272727272727;0.0061224489795918;7.666666666666667;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Bournemouth;3;3;0;59;60;Newcastle;2;1;19;8;10;5;0.47;0.53;422;0.78;10;4;2;1;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;5;0.06625;0.2;329;0.0303951367781155;700.0;0.3157894736842105;12.765957446808512;11;-0.06;1;1;6;0.0450236966824644;0.1052631578947368;0.235;3.0;0;2;2;1;0;0;0;1;0.1052631578947368;0.2;0.0047393364928909;9.5;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Bournemouth;3;9;17;59;3;Manchester City;1;0;5;21;1;8;0.35;0.65;395;0.85;9;8;1;0;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12;0.0309523809523809;0.1111111111111111;336;0.0267857142857142;960.0;0.2;2.857142857142857;-16;-0.3;-11;1;1;0.0126582278481012;0.2;0.35;1.0;0;1;1;0;0;1;1;0;0.2;1.0;0.0025316455696202;5.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-01;Bournemouth;14;3;0;59;2;Liverpool;2;1;16;18;7;7;0.33;0.67;278;0.7;13;16;2;1;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0372222222222222;0.1538461538461538;195;0.0666666666666666;590.9090909090909;0.3125;15.15151515151515;-2;-0.34;-2;1;-3;0.0575539568345323;0.0625;0.33;5.0;0;1;1;0;0;1;0;1;0.0625;0.1428571428571428;0.0035971223021582;16.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-28;Bournemouth;3;3;0;59;819;Burnley;2;3;13;6;6;3;0.44;0.56;366;0.75;9;12;2;3;0;0;10;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.0933333333333333;0.2222222222222222;274;0.0328467153284671;622.7272727272727;0.7692307692307693;22.727272727272727;7;-0.12;5;-1;-3;0.0355191256830601;0.1538461538461538;0.22;5.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.3333333333333333;0.0054644808743169;6.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;Bournemouth;3;3;6;59;67;Wolves;3;6;7;21;4;7;0.33;0.67;303;0.75;15;10;2;6;1;0;3;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;12;0.0319047619047619;0.2;227;0.066079295154185;687.8787878787879;0.4285714285714285;9.09090909090909;-14;-0.34;-9;-3;5;0.0231023102310231;0.1428571428571428;0.33;3.0;1;0;1;0;0;1;0;1;0.1428571428571428;0.25;0.0033003300330033;7.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;Bournemouth;3;3;8;59;64;Everton;2;1;11;25;4;8;0.53;0.47;434;0.79;15;14;2;1;0;0;7;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;8;0.0187999999999999;0.1333333333333333;343;0.0437317784256559;647.1698113207547;0.6363636363636364;13.20754716981132;-14;0.06;-1;1;1;0.0253456221198156;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;Bournemouth;3;3;0;59;9;Arsenal;0;1;8;15;1;8;0.42;0.58;389;0.81;11;10;0;1;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;0.0386666666666666;0.0;315;0.0349206349206349;750.0;0.75;14.285714285714286;-7;-0.1599999999999999;0;-1;1;0.0205655526992287;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;Bournemouth;14;3;3;59;830;Stoke City;0;2;14;12;6;0;0.55;0.45;481;0.83;9;18;0;2;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0375;0.0;399;0.0225563909774436;725.4545454545454;0.3571428571428571;9.09090909090909;2;0.1;0;-2;-9;0.0291060291060291;0.1428571428571428;0.275;2.5;0;2;2;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0041580041580041;7.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Bournemouth;3;3;3;59;54;Brighton;3;3;12;13;4;4;0.38;0.62;325;0.76;17;12;3;3;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.0476923076923076;0.1764705882352941;247;0.068825910931174;650.0;0.3333333333333333;10.526315789473683;-1;-0.24;0;0;5;0.0369230769230769;0.0833333333333333;0.38;4.0;1;0;1;0;0;1;1;0;0.0833333333333333;0.25;0.003076923076923;12.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;Bournemouth;3;3;3;59;53;Chelsea;1;5;13;14;4;6;0.35;0.65;312;0.78;15;20;1;5;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;7;0.0464285714285714;0.0666666666666666;243;0.0617283950617283;694.2857142857143;0.0769230769230769;2.857142857142857;-1;-0.3;-6;-4;-5;0.0416666666666666;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Bournemouth;3;3;0;59;57;Brentford;2;1;12;21;5;7;0.38;0.62;310;0.72;13;6;2;1;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.0295238095238095;0.1538461538461538;223;0.0582959641255605;586.8421052631579;0.1666666666666666;5.2631578947368425;-9;-0.24;-3;1;7;0.0387096774193548;0.1666666666666666;0.19;1.0;1;1;2;0;1;0;1;0;0.1666666666666666;0.4;0.0064516129032258;6.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-29;Bournemouth;14;3;4;59;827;Swansea;4;3;21;5;8;2;0.58;0.42;488;0.85;15;20;4;3;0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0839999999999999;0.2666666666666666;415;0.036144578313253;715.5172413793103;0.4285714285714285;15.517241379310343;16;0.1599999999999999;6;1;-5;0.0430327868852459;0.1428571428571428;0.1933333333333333;3.0;0;3;3;1;0;0;1;0;0.1428571428571428;0.375;0.0061475409836065;7.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Bournemouth;3;3;3;59;56;Tottenham;1;3;11;17;3;6;0.43;0.57;391;0.79;18;11;1;3;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0335294117647058;0.0555555555555555;309;0.058252427184466;718.6046511627907;0.5454545454545454;13.953488372093023;-6;-0.1399999999999999;4;-2;7;0.0281329923273657;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Bournemouth;3;3;0;59;2;Liverpool;3;2;13;26;5;10;0.35;0.65;325;0.72;13;11;3;1;0;1;2;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.025;0.2307692307692307;234;0.0555555555555555;668.5714285714287;0.1538461538461538;5.714285714285714;-13;-0.3;-8;1;2;0.04;0.0769230769230769;0.35;2.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.2;0.003076923076923;13.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;Bournemouth;3;3;3;59;61;West Ham;1;4;14;16;5;3;0.63;0.37;517;0.81;9;14;1;4;0;0;10;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.023125;0.1111111111111111;419;0.0214797136038186;665.0793650793651;0.7142857142857143;15.873015873015872;-2;0.26;6;-3;-5;0.0270793036750483;0.0714285714285714;0.63;10.0;0;1;1;0;1;0;0;1;0.0714285714285714;0.2;0.0019342359767891;14.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
