Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Augusto Batalla-Rayo Vallecano;Andrei Rațiu-Rayo Vallecano;Florian Lejeune-Rayo Vallecano;Pathé Ciss-Rayo Vallecano;Pep Chavarría-Rayo Vallecano;Óscar Valentín-Rayo Vallecano;Gerard Gumbau-Rayo Vallecano;Jorge de Frutos Sebastián-Rayo Vallecano;Pedro Díaz Fanjul-Rayo Vallecano;Álvaro García Rivera-Rayo Vallecano;Randy Nteka-Rayo Vallecano;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Aridane Hernández-Rayo Vallecano;Luis Alfonso Espino García-Rayo Vallecano;Unai López-Rayo Vallecano;Pelayo Fernández-Rayo Vallecano;Óscar Trejo-Rayo Vallecano;Sergio Guardiola Navarro-Rayo Vallecano;Adrián Embarba-Rayo Vallecano;Abdul Mumin-Rayo Vallecano;Isaac Palazón Camacho-Rayo Vallecano;Sergio Camello-Rayo Vallecano;Dani Cárdenas-Rayo Vallecano;Iván Balliu-Rayo Vallecano;James Rodríguez-Rayo Vallecano;Raúl de Tomás-Rayo Vallecano;Radamel Falcao García-Rayo Vallecano;Stole Dimitrievski-Rayo Vallecano;Miguel Crespo-Rayo Vallecano;Kike Pérez-Rayo Vallecano;Martín Pascual Castillo-Rayo Vallecano;Diego Méndez Molero-Rayo Vallecano;Tiago Manuel Dias Correia-Rayo Vallecano;Alejandro Catena Marugán-Rayo Vallecano;Francisco José García Torres-Rayo Vallecano;Santiago Comesaña Veiga-Rayo Vallecano;Salvi Sánchez-Rayo Vallecano;Andrés Martín García-Rayo Vallecano;Mario Hernández Fernández-Rayo Vallecano;Diego López Rodríguez-Rayo Vallecano;Mario Suárez-Rayo Vallecano;Esteban Saveljich-Rayo Vallecano;Pablo Muñoz Crespo-Rayo Vallecano
2023-04-09;Rayo Vallecano;1;3;4;42;27;Atlético Madrid;1;0;15;14;3;4;0.52;0.48;549;0.82;8;7;0;0;1;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.0342857142857142;0.125;450;0.0177777777777777;865.3846153846154;0.5333333333333333;15.384615384615383;1;0.04;6;1;1;0.0273224043715847;0.0666666666666666;0.52;8.0;0;1;1;0;0;1;0;1;0.0666666666666666;0.3333333333333333;0.0018214936247723;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-03;Rayo Vallecano;1;3;0;42;52;Valencia C. F.;3;2;7;18;2;4;0.39;0.61;328;0.66;16;15;3;2;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;13;0.0338888888888888;0.1875;216;0.074074074074074;553.8461538461538;0.4285714285714285;7.692307692307692;-11;-0.2199999999999999;-10;1;1;0.0213414634146341;0.1428571428571428;0.39;3.0;1;0;1;0;1;0;1;0;0.1428571428571428;0.5;0.0030487804878048;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-18;Rayo Vallecano;1;3;7;42;24;Girona;2;2;15;12;3;4;0.47;0.53;375;0.76;15;16;2;2;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.0441666666666666;0.1333333333333333;285;0.0526315789473684;606.3829787234043;0.2;6.382978723404256;3;-0.06;-2;0;-1;0.04;0.1333333333333333;0.235;1.5;2;0;2;0;1;0;0;1;0.1333333333333333;0.6666666666666666;0.0053333333333333;7.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-03-11;Rayo Vallecano;1;3;1;42;44;Celta de Vigo;3;2;12;15;3;6;0.57;0.43;416;0.81;12;13;3;2;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0286666666666666;0.25;337;0.0356083086053412;591.2280701754387;0.5833333333333334;12.280701754385966;-3;0.1399999999999999;4;1;-1;0.0288461538461538;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-05;Rayo Vallecano;1;3;3;42;38;Athletic;1;1;18;16;2;3;0.55;0.45;436;0.73;9;17;1;0;0;1;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.028125;0.1111111111111111;318;0.0283018867924528;578.1818181818181;0.3888888888888889;12.727272727272728;2;0.1;-2;0;-8;0.0412844036697247;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-25;Rayo Vallecano;1;1;1;42;130;Cádiz;3;3;11;5;2;3;0.59;0.41;416;0.74;19;19;2;3;1;0;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0819999999999999;0.1578947368421052;308;0.0616883116883116;522.0338983050848;0.5454545454545454;10.16949152542373;6;0.18;2;0;0;0.0264423076923076;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-19;Rayo Vallecano;1;7;9;42;43;Sevilla;4;1;18;7;5;2;0.59;0.41;458;0.82;15;6;4;1;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0585714285714285;0.2666666666666666;376;0.0398936170212766;637.2881355932203;0.3888888888888889;11.864406779661016;11;0.18;4;3;9;0.0393013100436681;0.0555555555555555;0.59;7.0;0;1;1;0;1;0;0;1;0.0555555555555555;0.2;0.0021834061135371;18.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-12;Rayo Vallecano;1;3;1;42;48;Getafe;4;3;19;13;4;4;0.58;0.42;445;0.77;19;21;4;2;0;1;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.0323076923076923;0.2105263157894736;343;0.0553935860058309;591.3793103448277;0.3157894736842105;10.344827586206897;6;0.1599999999999999;1;1;-2;0.0426966292134831;0.0526315789473684;0.58;6.0;1;0;1;0;1;0;1;0;0.0526315789473684;0.25;0.0022471910112359;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-06;Rayo Vallecano;1;3;0;42;126;Almería;3;3;15;14;11;5;0.48;0.52;405;0.73;16;9;3;3;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.0371428571428571;0.1875;296;0.054054054054054;616.6666666666667;0.2;6.25;1;-0.04;-4;0;7;0.037037037037037;0.1333333333333333;0.24;1.5;0;2;2;1;0;0;0;1;0.1333333333333333;0.1818181818181818;0.0049382716049382;7.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-01-30;Rayo Vallecano;1;3;7;42;37;Villarreal;3;2;11;12;3;3;0.38;0.62;323;0.77;18;11;3;2;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0516666666666666;0.1666666666666666;249;0.072289156626506;655.2631578947369;0.3636363636363636;10.526315789473683;-1;-0.24;-1;1;7;0.0340557275541795;0.0909090909090909;0.38;4.0;0;1;1;1;0;0;1;0;0.0909090909090909;0.3333333333333333;0.0030959752321981;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-01-21;Rayo Vallecano;1;3;22;42;46;Real Sociedad;0;0;14;12;2;7;0.55;0.45;466;0.75;11;11;0;0;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0375;0.0;350;0.0314285714285714;636.3636363636363;0.2142857142857142;5.454545454545454;2;0.1;-1;0;0;0.0300429184549356;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-14;Rayo Vallecano;1;3;0;42;51;Valladolid;2;2;13;9;6;2;0.56;0.44;433;0.75;18;17;2;2;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0488888888888888;0.1111111111111111;325;0.0553846153846153;580.3571428571428;0.6153846153846154;14.285714285714285;4;0.12;4;0;1;0.0300230946882217;0.0769230769230769;0.56;8.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.1666666666666666;0.0023094688221709;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-08;Rayo Vallecano;1;8;3;42;39;Betis;3;2;15;14;3;3;0.62;0.38;486;0.8;10;16;3;2;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.0271428571428571;0.3;389;0.0257069408740359;627.4193548387096;0.3333333333333333;8.064516129032258;1;0.24;-2;1;-6;0.0308641975308641;0.0666666666666666;0.62;5.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.3333333333333333;0.0020576131687242;15.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-03;Rayo Vallecano;19;3;9;42;120;Sporting Gijón;2;3;11;11;5;4;0.61;0.39;562;0.85;11;11;2;3;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6;0.0354545454545454;0.1818181818181818;478;0.0230125523012552;783.6065573770492;0.3636363636363636;6.557377049180328;0;0.2199999999999999;-2;-1;0;0.0195729537366548;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2022-12-29;Rayo Vallecano;1;3;7;42;24;Girona;2;3;12;16;4;7;0.4;0.6;353;0.75;14;14;2;3;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.0375;0.1428571428571428;265;0.0528301886792452;662.5;0.3333333333333333;10.0;-4;-0.1999999999999999;2;-1;0;0.0339943342776204;0.1666666666666666;0.2;2.0;1;1;2;0;1;0;1;0;0.1666666666666666;0.5;0.0056657223796034;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-21;Rayo Vallecano;19;3;0;42;357;Saguntino;0;4;24;5;7;3;0.78;0.22;792;0.86;13;18;0;4;0;0;7;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.044;0.0;681;0.0190895741556534;873.0769230769231;0.2916666666666667;8.974358974358974;19;0.56;3;-4;-5;0.0303030303030303;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0
2022-12-03;Rayo Vallecano;6;3;3;42;86;Galatasaray;0;0;10;9;4;2;0.43;0.57;433;0.81;18;10;0;0;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0633333333333333;0.0;351;0.0512820512820512;816.2790697674419;0.2;4.651162790697675;1;-0.1399999999999999;-2;0;8;0.023094688221709;0.1;0.43;2.0;1;0;1;1;0;0;1;0;0.1;0.25;0.0023094688221709;10.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-11-30;Rayo Vallecano;6;3;3;42;94;Fenerbahçe;3;2;13;18;5;10;0.43;0.57;374;0.8;19;13;3;2;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.0316666666666666;0.1578947368421052;299;0.0635451505016722;695.3488372093024;0.1538461538461538;4.651162790697675;-5;-0.1399999999999999;-2;1;6;0.03475935828877;0.0769230769230769;0.43;2.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.2;0.0026737967914438;13.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
2022-11-13;Rayo Vallecano;19;1;4;42;350;Mollerussa;0;0;17;6;4;2;0.73;0.27;569;0.86;13;18;0;0;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.045;0.0;489;0.0265848670756646;669.8630136986302;0.1764705882352941;4.109589041095891;11;0.4599999999999999;1;0;-5;0.0298769771528998;0.1764705882352941;0.2433333333333333;1.0;1;2;3;1;0;0;1;0;0.1764705882352941;0.75;0.0052724077328646;5.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
2022-11-10;Rayo Vallecano;1;3;6;42;44;Celta de Vigo;7;1;10;11;3;3;0.59;0.41;512;0.83;19;16;7;1;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0372727272727272;0.3684210526315789;425;0.0447058823529411;720.3389830508474;0.5;8.474576271186441;-1;0.18;2;6;3;0.01953125;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-07;Rayo Vallecano;1;3;0;42;12;Real Madrid;4;5;15;16;7;2;0.45;0.55;367;0.81;22;11;4;5;0;0;4;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.034375;0.1818181818181818;297;0.074074074074074;660.0;0.2666666666666666;8.88888888888889;-1;-0.1;-1;-1;11;0.0408719346049046;0.2;0.15;1.3333333333333333;2;1;3;1;0;0;0;1;0.2;0.4285714285714285;0.0081743869209809;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-29;Rayo Vallecano;1;3;3;42;43;Sevilla;1;6;15;10;5;4;0.37;0.63;305;0.72;20;9;1;6;0;0;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.063;0.05;220;0.0909090909090909;594.5945945945946;0.4;16.216216216216218;5;-0.26;0;-5;11;0.0491803278688524;0.0666666666666666;0.37;6.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.2;0.0032786885245901;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-22;Rayo Vallecano;1;1;1;42;130;Cádiz;2;4;28;3;11;0;0.63;0.37;441;0.84;13;12;1;3;1;1;10;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;0.1233333333333333;0.1538461538461538;370;0.0351351351351351;587.3015873015873;0.3571428571428571;15.873015873015872;25;0.26;9;-2;1;0.0634920634920634;0.1785714285714285;0.126;2.0;2;3;5;1;0;0;0;1;0.1785714285714285;0.4545454545454545;0.0113378684807256;5.6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
