Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Nicola Leali-Genoa;Stefano Sabelli-Genoa;Koni de Winter-Genoa;Johan Vásquez-Genoa;Alessandro Zanoli-Genoa;Patrizio Masini-Genoa;Milan Badelj-Genoa;Aarón Martín-Genoa;Fabio Miretti-Genoa;Vítor Oliveira-Genoa;Andrea Pinamonti-Genoa;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Morten Frendrup-Genoa;Ruslan Malinovskyi-Genoa;Morten Thorsby-Genoa;Alan Matturro-Genoa;Jean Onana-Genoa;Brooke Norton-Cuffy-Genoa;Jeff Ekhator-Genoa;Maxwel Cornet-Genoa;Caleb Ekuban-Genoa;Mattia Bani-Genoa;Junior Messias-Genoa;Lior Kasa-Genoa;Alessandro Vogliacco-Genoa;Alessandro Marcandalli-Genoa;Filippo Melegoni-Genoa;Pierluigi Gollini-Genoa;Emil Bohinen-Genoa;Honest Ahanor-Genoa;Giorgio Cittadini-Genoa;Albert Guðmundsson-Genoa;Josep Martínez-Genoa;Djed Spence-Genoa;Kevin Strootman-Genoa;Mateo Retegui-Genoa;Ridgeciano Haps-Genoa;Radu Drăgușin-Genoa;Silvan Hefti-Genoa;Filip Jagiełło-Genoa;Pablo Galdames Millán-Genoa;Berkan Kutlu-Genoa;George Pușcaș-Genoa;Davide Biraschi-Genoa;Massimo Coda-Genoa;Eddy Salcedo-Genoa;Mattia Aramu-Genoa;Stefano Sturaro-Genoa;Domenico Criscito-Genoa;Stefan Ilsanker-Genoa;Brayan Boci-Genoa;Lennart Czyborra-Genoa;Güven Yalçın-Genoa;Adrian Šemper-Genoa;Manolo Portanova-Genoa;Marko Pajač-Genoa;Kelvin Yeboah-Genoa;Benjamin Siegrist-Genoa;Sebastian Otoa-Genoa
2023-08-11;Genoa;35;2;0;83;608;Modena;2;4;18;5;9;4;0.51;0.49;449;0.82;11;15;2;4;0;0;8;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.098;0.1818181818181818;368;0.029891304347826;721.5686274509803;0.4444444444444444;15.68627450980392;13;0.02;7;-2;-4;0.0400890868596882;0.2222222222222222;0.1275;2.0;2;2;4;1;0;0;0;1;0.2222222222222222;0.4444444444444444;0.0089086859688195;4.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-19;Genoa;22;28;28;83;601;Bari;2;5;26;12;8;5;0.53;0.47;502;0.87;9;9;2;5;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0391666666666666;0.2222222222222222;437;0.0205949656750572;824.5283018867924;0.2692307692307692;13.20754716981132;14;0.06;5;-3;0;0.0517928286852589;0.1538461538461538;0.1325;1.75;2;2;4;1;0;0;0;1;0.1538461538461538;0.5;0.0079681274900398;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-13;Genoa;22;29;0;83;611;Frosinone;3;1;12;13;3;5;0.46;0.54;423;0.86;12;11;2;1;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.0415384615384615;0.25;364;0.0329670329670329;791.3043478260869;0.0833333333333333;2.1739130434782608;-1;-0.08;-3;2;1;0.0283687943262411;0.1666666666666666;0.23;0.5;1;1;2;0;0;1;1;0;0.1666666666666666;0.6666666666666666;0.0047281323877068;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-06;Genoa;22;2;28;83;740;Ascoli;2;2;17;12;8;2;0.48;0.52;372;0.73;16;14;2;2;0;0;8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0.0433333333333333;0.125;272;0.0588235294117647;566.6666666666667;0.4705882352941176;16.666666666666668;5;-0.04;7;0;2;0.0456989247311828;0.1176470588235294;0.24;4.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.25;0.0053763440860215;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-01;Genoa;22;2;8;83;604;FC Südtirol;1;0;10;8;1;2;0.66;0.34;624;0.89;12;8;1;0;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0425;0.0833333333333333;555;0.0216216216216216;840.9090909090909;0.6;9.09090909090909;2;0.32;1;1;4;0.016025641025641;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-22;Genoa;22;2;28;83;610;Cittadella;3;7;15;9;3;2;0.65;0.35;568;0.82;19;13;3;6;0;1;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0388888888888888;0.1578947368421052;466;0.0407725321888412;716.9230769230769;0.3333333333333333;7.692307692307692;6;0.3;0;-4;6;0.0264084507042253;0.0666666666666666;0.65;5.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.3333333333333333;0.0017605633802816;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-15;Genoa;22;2;23;83;736;Perugia;0;4;18;10;8;0;0.63;0.37;540;0.83;10;21;0;4;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.037;0.0;448;0.0223214285714285;711.1111111111111;0.2777777777777778;7.936507936507937;8;0.26;-1;-4;-11;0.0333333333333333;0.1111111111111111;0.315;2.5;1;1;2;1;0;0;0;1;0.1111111111111111;0.25;0.0037037037037037;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-10;Genoa;22;2;2;83;78;Como;2;1;10;19;2;6;0.57;0.43;452;0.8;8;7;2;1;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;0.0226315789473684;0.25;362;0.0220994475138121;635.0877192982457;0.4;7.017543859649123;-9;0.1399999999999999;-5;1;1;0.0221238938053097;0.2;0.285;2.0;1;1;2;0;1;0;1;0;0.2;1.0;0.0044247787610619;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-31;Genoa;22;2;17;83;-1;Reggina;4;6;18;3;3;3;0.53;0.47;401;0.75;20;16;3;6;1;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.1566666666666666;0.2;301;0.0664451827242525;567.9245283018868;0.2777777777777778;9.433962264150942;15;0.06;3;-2;4;0.0448877805486284;0.0555555555555555;0.53;5.0;1;0;1;1;0;0;0;1;0.0555555555555555;0.3333333333333333;0.0024937655860349;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-18;Genoa;22;2;20;83;600;Brescia;1;1;10;13;5;5;0.49;0.51;426;0.78;14;14;1;1;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0392307692307692;0.0714285714285714;332;0.0421686746987951;677.5510204081633;0.1;2.0408163265306123;-3;-0.02;-4;0;0;0.0234741784037558;0.3;0.1633333333333333;0.3333333333333333;1;2;3;1;0;0;1;0;0.3;0.6;0.0070422535211267;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-12;Genoa;22;2;29;83;726;Ternana;0;2;17;11;7;1;0.55;0.45;430;0.85;15;5;0;2;0;0;12;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10;0.0409090909090909;0.0;366;0.040983606557377;665.4545454545454;0.7058823529411765;21.818181818181817;6;0.1;2;-2;10;0.0395348837209302;0.0588235294117647;0.55;12.0;1;0;1;1;0;0;0;1;0.0588235294117647;0.1428571428571428;0.0023255813953488;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-06;Genoa;22;2;20;83;609;Cosenza Calcio;0;2;24;2;9;1;0.67;0.33;610;0.9;14;14;0;2;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.165;0.0;549;0.0255009107468123;819.4029850746268;0.375;13.43283582089552;22;0.34;7;-2;0;0.0393442622950819;0.1666666666666666;0.1675;2.25;1;3;4;1;0;0;0;1;0.1666666666666666;0.4444444444444444;0.0065573770491803;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-01;Genoa;22;17;29;83;79;Cagliari;3;3;10;12;1;0;0.54;0.46;454;0.78;19;19;3;3;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0383333333333333;0.1578947368421052;354;0.0536723163841807;655.5555555555555;0.6;11.11111111111111;-2;0.08;0;0;0;0.0220264317180616;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-25;Genoa;22;0;29;83;742;SPAL;2;1;19;6;5;0;0.59;0.41;475;0.81;13;16;2;1;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0683333333333333;0.1538461538461538;385;0.0337662337662337;652.542372881356;0.3157894736842105;10.16949152542373;13;0.18;3;1;-3;0.04;0.1578947368421052;0.1966666666666666;2.0;0;3;3;1;0;0;0;1;0.1578947368421052;0.6;0.0063157894736842;6.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-19;Genoa;22;3;20;83;608;Modena;2;3;17;6;4;1;0.55;0.45;392;0.73;10;16;2;2;0;1;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.075;0.2;286;0.0349650349650349;520.0;0.3529411764705882;10.909090909090908;11;0.1;0;-1;-6;0.0433673469387755;0.1176470588235294;0.275;3.0;1;1;2;0;1;0;1;0;0.1176470588235294;0.5;0.0051020408163265;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-10;Genoa;22;0;2;83;596;Palermo;2;3;12;8;4;3;0.48;0.52;452;0.8;14;11;2;3;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.065;0.1428571428571428;362;0.0386740331491712;754.1666666666667;0.5;12.5;4;-0.04;3;-1;3;0.0265486725663716;0.1666666666666666;0.24;3.0;1;1;2;1;0;0;0;1;0.1666666666666666;0.5;0.0044247787610619;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-05;Genoa;22;17;3;83;76;Parma;4;3;5;12;0;7;0.63;0.37;530;0.78;16;15;4;3;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0308333333333333;0.25;413;0.0387409200968523;655.5555555555555;1.0;7.936507936507937;-7;0.26;-1;1;1;0.0094339622641509;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-28;Genoa;22;2;20;83;592;Pisa;2;3;17;5;3;2;0.67;0.33;616;0.82;13;13;2;2;0;1;9;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.066;0.1538461538461538;505;0.0257425742574257;753.7313432835821;0.5294117647058824;13.43283582089552;12;0.34;9;-1;0;0.0275974025974025;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-21;Genoa;22;2;20;83;744;Benevento;3;4;14;12;3;1;0.53;0.47;516;0.85;11;12;3;4;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0391666666666666;0.2727272727272727;439;0.0250569476082004;828.3018867924528;0.3571428571428571;9.433962264150942;2;0.06;2;-1;-1;0.0271317829457364;0.1428571428571428;0.265;2.5;1;1;2;1;0;0;1;0;0.1428571428571428;0.6666666666666666;0.003875968992248;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-12;Genoa;35;2;29;83;74;Roma;2;2;7;25;2;5;0.49;0.51;424;0.82;17;4;2;2;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;16;0.0204;0.1176470588235294;348;0.0488505747126436;710.2040816326531;0.1428571428571428;2.0408163265306123;-18;-0.02;-15;0;13;0.0165094339622641;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-26;Genoa;22;0;20;83;601;Bari;2;5;13;12;4;5;0.45;0.55;354;0.77;16;16;2;5;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0458333333333333;0.125;273;0.0586080586080586;606.6666666666666;0.3076923076923077;8.88888888888889;1;-0.1;-2;-3;0;0.0367231638418079;0.1538461538461538;0.225;2.0;1;1;2;1;0;0;1;0;0.1538461538461538;0.5;0.0056497175141242;6.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-18;Genoa;22;0;0;83;611;Frosinone;1;4;15;14;4;3;0.48;0.52;447;0.74;8;17;1;4;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0371428571428571;0.125;331;0.0241691842900302;689.5833333333334;0.4;12.5;1;-0.04;2;-3;-9;0.0335570469798657;0.0666666666666666;0.48;6.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.25;0.0022371364653243;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-12-11;Genoa;22;0;2;83;740;Ascoli;3;1;7;8;4;2;0.61;0.39;449;0.75;18;19;3;1;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04875;0.1666666666666666;337;0.0534124629080118;552.4590163934427;0.1428571428571428;1.639344262295082;-1;0.2199999999999999;0;2;-1;0.0155902004454342;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-12-08;Genoa;22;3;7;83;604;FC Südtirol;4;3;14;6;4;2;0.68;0.32;635;0.84;21;13;4;3;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0533333333333333;0.1904761904761904;533;0.0393996247654784;783.8235294117646;0.3571428571428571;7.352941176470588;8;0.36;4;1;8;0.0220472440944881;0.1428571428571428;0.34;2.5;0;2;2;1;0;0;0;1;0.1428571428571428;0.5;0.0031496062992125;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-12-04;Genoa;22;3;28;83;610;Cittadella;3;2;14;3;5;1;0.69;0.31;560;0.75;13;15;3;2;0;0;11;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1033333333333333;0.2307692307692307;420;0.0309523809523809;608.6956521739131;0.7857142857142857;15.942028985507248;11;0.3799999999999999;10;1;-2;0.025;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-27;Genoa;22;1;29;83;736;Perugia;0;3;21;11;5;4;0.66;0.34;443;0.76;18;18;0;3;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0309090909090909;0.0;337;0.0534124629080118;510.60606060606057;0.4285714285714285;13.636363636363637;10;0.32;2;-3;0;0.0474040632054176;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-11-13;Genoa;22;3;28;83;78;Como;3;5;12;9;6;4;0.53;0.47;384;0.71;20;18;3;5;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0.0522222222222222;0.15;273;0.0732600732600732;515.0943396226414;0.5833333333333334;13.20754716981132;3;0.06;6;-2;2;0.03125;0.0833333333333333;0.53;7.0;1;0;1;0;1;0;0;1;0.0833333333333333;0.1666666666666666;0.0026041666666666;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-07;Genoa;22;3;0;83;-1;Reggina;6;2;8;7;1;5;0.68;0.32;584;0.83;11;8;6;2;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0457142857142857;0.5454545454545454;485;0.022680412371134;713.235294117647;0.125;1.4705882352941175;1;0.36;-1;4;3;0.0136986301369863;0.125;0.68;1.0;1;0;1;0;0;1;1;0;0.125;1.0;0.0017123287671232;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-10-29;Genoa;22;3;5;83;600;Brescia;1;3;6;14;4;3;0.63;0.37;499;0.74;13;14;0;3;1;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0264285714285714;0.0769230769230769;369;0.035230352303523;585.7142857142857;0.5;4.761904761904762;-8;0.26;0;-2;-1;0.0120240480961923;0.1666666666666666;0.63;3.0;1;0;1;0;1;0;0;1;0.1666666666666666;0.25;0.002004008016032;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
