Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marcin Bułka-Niza;Mohamed Abdelmonem-Niza;Youssouf Ndayishimiye-Niza;Melvin Bard-Niza;Jonathan Clauss-Niza;Hicham Boudaoui-Niza;Pablo Rosario-Niza;Morgan Sanson-Niza;Ali Abdi-Niza;Badredine Bouanani-Niza;Gaëtan Laborde-Niza;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Jérémie Boga-Niza;Moïse Bombito-Niza;Dante Bonfim-Niza;Baptiste Santamaria-Niza;Evann Guessand-Niza;Momo Cho-Niza;Tom Louchet-Niza;Sofiane Diop-Niza;Maxime Dupé-Niza;Antoine Mendy-Niza;Yaël Nandjou-Niza;Issiaga Camara-Niza;Farès Bousnina-Niza;Youssoufa Moukoko-Niza;Tanguy Ndombélé-Niza;Billal Brahimi-Niza;Jean-Clair Todibo-Niza;Khéphren Thuram-Niza;Alexis Claude-Maurice-Niza;Jordan Lotomba-Niza;Terem Moffi-Niza;Romain Perraud-Niza;Ayoub Amraoui-Niza;Reda Belahyane-Niza;Youcef Atal-Niza;Kasper Schmeichel-Niza;Alexis Beka Beka-Niza;Ross Barkley-Niza;Aaron Ramsey-Niza;Nicolas Pépé-Niza;Mario Lemina-Niza;Joe Bryan-Niza
2025-01-14;Niza;13;3;3;109;-1;Bastia;0;0;12;14;4;3;0.51;0.49;422;0.82;17;6;0;0;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;7;0.0349999999999999;0.0;346;0.0491329479768786;678.4313725490196;0.3333333333333333;7.84313725490196;-2;0.02;-3;0;11;0.0284360189573459;0.0833333333333333;0.51;4.0;0;1;1;1;0;0;1;0;0.0833333333333333;0.25;0.0023696682464454;12.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Niza;2;3;3;109;766;Reims;2;4;15;12;10;3;0.45;0.55;445;0.83;7;13;2;4;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6;0.0458333333333333;0.2857142857142857;369;0.018970189701897;820.0;0.2;6.666666666666666;3;-0.1;-3;-2;-6;0.0337078651685393;0.2666666666666666;0.1125;0.75;2;2;4;1;0;0;1;0;0.2666666666666666;0.4;0.0089887640449438;3.75;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-03;Niza;2;3;17;109;768;Rennes;4;3;9;10;6;5;0.45;0.55;414;0.78;11;14;3;3;1;0;3;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.055;0.3636363636363636;323;0.0340557275541795;717.7777777777777;0.3333333333333333;6.666666666666666;-1;-0.1;0;1;-3;0.0217391304347826;0.3333333333333333;0.15;1.0;3;0;3;1;0;0;0;1;0.3333333333333333;0.5;0.0072463768115942;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Niza;13;7;7;109;-1;USC Corte;3;4;30;6;17;2;0.77;0.23;484;0.79;12;24;2;4;1;0;12;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1;0.0383333333333333;0.25;382;0.031413612565445;496.1038961038961;0.4;15.584415584415584;24;0.54;11;-1;-12;0.0619834710743801;0.0333333333333333;0.77;12.0;0;1;1;0;1;0;1;0;0.0333333333333333;0.0588235294117647;0.0020661157024793;30.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Niza;2;7;3;109;775;Montpellier;2;1;18;21;6;8;0.48;0.52;375;0.86;13;15;2;1;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;9;0.0247619047619047;0.1538461538461538;322;0.0403726708074534;670.8333333333334;0.2222222222222222;8.333333333333334;-3;-0.04;-5;1;-2;0.048;0.1111111111111111;0.24;2.0;2;0;2;0;1;0;1;0;0.1111111111111111;0.3333333333333333;0.0053333333333333;9.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Niza;5;28;30;109;106;Union Saint-Gilloise;1;4;13;24;2;12;0.51;0.49;416;0.7;6;15;1;4;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;8;0.0204166666666666;0.1666666666666666;291;0.0206185567010309;570.5882352941177;0.2307692307692307;5.88235294117647;-11;0.02;-5;-3;-9;0.03125;0.0769230769230769;0.51;3.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.5;0.0024038461538461;13.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Niza;2;28;23;109;774;Le Havre;3;2;17;12;5;2;0.52;0.48;403;0.83;10;10;3;2;0;0;5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;8;0.04;0.3;334;0.029940119760479;642.3076923076923;0.2941176470588235;9.615384615384617;5;0.04;-3;1;0;0.0421836228287841;0.1176470588235294;0.26;2.5;0;2;2;1;0;0;0;1;0.1176470588235294;0.4;0.0049627791563275;8.5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Niza;2;0;0;109;90;Lyon;2;1;16;16;7;8;0.47;0.53;415;0.82;11;11;2;1;0;0;4;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5;0.033125;0.1818181818181818;340;0.0323529411764705;723.404255319149;0.25;8.51063829787234;0;-0.06;-1;1;0;0.0385542168674698;0.0625;0.47;4.0;1;0;1;0;0;1;1;0;0.0625;0.1428571428571428;0.0024096385542168;16.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Niza;5;29;3;109;91;Rangers;2;2;19;14;7;8;0.54;0.46;468;0.84;5;15;2;2;0;0;8;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1;0.0328571428571428;0.4;393;0.0127226463104325;727.7777777777777;0.4210526315789473;14.814814814814811;5;0.08;7;0;-10;0.0405982905982906;0.0526315789473684;0.54;8.0;0;1;1;0;0;1;0;1;0.0526315789473684;0.1428571428571428;0.0021367521367521;19.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Niza;2;1;1;109;767;Racing de Estrasburgo;2;0;15;10;5;3;0.54;0.46;506;0.84;16;8;2;0;0;0;4;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7;0.046;0.125;425;0.0376470588235294;787.037037037037;0.2666666666666666;7.4074074074074066;5;0.08;-3;2;8;0.0296442687747035;0.1333333333333333;0.27;2.0;0;2;2;1;0;0;0;1;0.1333333333333333;0.4;0.0039525691699604;7.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Niza;2;6;0;109;15;LOSC;2;2;17;13;5;6;0.43;0.57;381;0.81;12;9;2;2;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.0438461538461538;0.1666666666666666;309;0.0388349514563106;718.6046511627907;0.3529411764705882;13.953488372093023;4;-0.1399999999999999;4;0;3;0.0446194225721784;0.1176470588235294;0.215;3.0;0;2;2;0;1;0;0;1;0.1176470588235294;0.4;0.0052493438320209;8.5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Niza;5;6;3;109;105;Twente;4;1;13;14;3;6;0.51;0.49;455;0.81;10;14;3;0;1;1;6;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.0349999999999999;0.4;369;0.02710027100271;723.5294117647059;0.4615384615384615;11.76470588235294;-1;0.02;1;3;-4;0.0285714285714285;0.1538461538461538;0.255;3.0;0;2;2;0;1;0;0;1;0.1538461538461538;0.6666666666666666;0.0043956043956043;6.5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Niza;2;17;0;109;5;Stade Brestois;2;0;12;16;3;6;0.36;0.64;342;0.78;4;9;2;0;0;0;2;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.04;0.5;267;0.0149812734082397;741.6666666666667;0.1666666666666666;5.555555555555555;-4;-0.28;-4;2;-5;0.0350877192982456;0.0833333333333333;0.36;2.0;1;0;1;1;0;0;1;0;0.0833333333333333;0.3333333333333333;0.0029239766081871;12.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
